"names" "transcripts" "pool_ratio" "weighted_length"
"2058" "YDR113C" 0.917 31.5121136174
"2059" "YBR251W" 0.917 31.5391289259
"2060" "YMR307W" 0.917 31.7630515029
"2061" "YLR305C" 0.918 25.5998248687
"2062" "YDR363W" 0.918 27.1376444354
"2063" "YJL013C" 0.918 27.6062677113
"2064" "YLR349W" 0.918 29.2016528926
"2065" "YOR002W" 0.918 32.8793851005
"2066" "YDR528W" 0.919 26.850127011
"2067" "YNL278W" 0.919 27.4535315985
"2068" "YNL146W" 0.919 27.6072372433
"2069" "YNL096C" 0.919 27.9033270559
"2070" "YMR028W" 0.919 28.6956521739
"2071" "YOR114W" 0.919 30.6137410976
"2072" "YMR253C" 0.919 31.6666666667
"2073" "YMR290C" 0.92 26.6308504826
"2074" "YGL054C" 0.92 27.4024945555
"2075" "YBL039C" 0.92 29.9870943953
"2076" "YGR009C" 0.92 30.7251751133
"2077" "YOL086C" 0.92 32.018419033
"2078" "YHL009W-B" 0.921 26.4461660707
"2079" "YPL055C" 0.921 27.4928774929
"2080" "YMR293C" 0.921 27.7102718482
"2081" "YER004W" 0.921 28.9914945322
"2082" "YDR545W" 0.921 29.0674753601
"2083" "YKR005C" 0.921 30.2965191233
"2084" "YLR004C" 0.921 31.0308887626
"2085" "YDR518W" 0.921 31.4531197865
"2086" "YDR538W" 0.921 32.4836341996
"2087" "YLR190W" 0.922 26.46069869
"2088" "YMR294W" 0.922 27.6037139471
"2089" "YMR176W" 0.922 27.6942134136
"2090" "YKR002W" 0.922 29.0699859089
"2091" "YGL168W" 0.922 29.2040548151
"2092" "YJL222W" 0.922 29.5143800094
"2093" "YBR256C" 0.922 30.6517183571
"2094" "YDL097C" 0.922 31.3221245701
"2095" "YGL110C" 0.923 26.6735751295
"2096" "YPR110C" 0.923 28.3743337433
"2097" "YLR382C" 0.923 28.4302211783
"2098" "YBR059C" 0.923 28.4570353335
"2099" "YBR132C" 0.923 30.3826159285
"2100" "YPR167C" 0.923 31.1746265904
"2101" "YLR329W" 0.923 31.5731153497
"2102" "YOR093C" 0.924 27.1389645777
"2103" "YEL010W" 0.924 27.205762987
"2104" "YML053C" 0.924 28.6758289703
"2105" "YGL174W" 0.924 28.714559387
"2106" "YKL187C" 0.924 31.4636850859
"2107" "YDR281C" 0.924 31.8419512195
"2108" "YKL211C" 0.925 27.0824400702
"2109" "YGL251C" 0.925 27.267578125
"2110" "YJL098W" 0.925 27.2875058059
"2111" "YDR433W" 0.925 27.3479948254
"2112" "YPR039W" 0.925 29.7346866097
"2113" "YLR267W" 0.925 29.8132605959
"2114" "YKR059W-R" 0.925 30.8682373473
"2115" "YBR294W" 0.925 31.4824165915
"2116" "YER053C-A-R" 0.925 31.7318435754
"2117" "YKR011C" 0.926 26.1029411765
"2118" "YPR018W" 0.926 26.2360191737
"2119" "YLR119W" 0.926 26.3291634089
"2120" "YBL059W" 0.926 29.9456740443
"2121" "YDR544C" 0.926 30.3791275989
"2122" "YDL210W" 0.926 31.2036185219
"2123" "YCL009C-R" 0.926 32.4620123203
"2124" "YKL171W" 0.927 28.0050368771
"2125" "YER162C" 0.927 29.3582089552
"2126" "YGR099W" 0.927 29.3710417122
"2127" "YBL080C" 0.927 29.5052237335
"2128" "YHR214W-A" 0.927 32.3398157625
"2129" "YDR335W" 0.928 26.449116905
"2130" "YDR035W" 0.928 28.7490392006
"2131" "YFR007W" 0.928 30.307758068
"2132" "YHL021C" 0.928 31.0214947742
"2133" "YML096W" 0.928 31.8093539437
"2134" "YBL056W" 0.928 31.9585561497
"2135" "YOL093W" 0.928 33.2430426716
"2136" "YGL073W" 0.929 28.8864541833
"2137" "YNR017W" 0.929 29.7830750894
"2138" "YER116C" 0.929 29.822270584
"2139" "YER001W" 0.929 30.5639534884
"2140" "YNL025C" 0.929 30.9018222388
"2141" "YKL159C" 0.929 31.2765046048
"2142" "YOR353C" 0.929 32.286448298
"2143" "YJR153W" 0.929 32.7936272694
"2144" "YBR299W" 0.93 28.6679016504
"2145" "YDR179C" 0.93 29.2480428513
"2146" "YPL232W" 0.93 29.360798471
"2147" "YAL045C" 0.93 30.8941728064
"2148" "YAL056W" 0.93 32.0385288967
"2149" "YDL004W" 0.931 27.8845558651
"2150" "YHR129C" 0.931 28.1261734885
"2151" "YOR173W" 0.931 28.653540175
"2152" "YKL041W" 0.931 29.0300445104
"2153" "YCR075C" 0.931 32.4272711048
"2154" "YMR266W" 0.932 26.586493987
"2155" "YMR198W" 0.932 27.8196721311
"2156" "YPR133C" 0.932 28.9166119501
"2157" "YHR006W" 0.932 28.9541790412
"2158" "YGR049W" 0.932 29.3991738641
"2159" "YBL106C" 0.932 29.5013905443
"2160" "YDR006C" 0.932 30.2309666382
"2161" "YDR129C" 0.932 30.4654687162
"2162" "YBR267W" 0.932 30.5806198509
"2163" "YDR392W" 0.932 30.6665503403
"2164" "YOR241W" 0.932 31.3376835237
"2165" "YDL104C" 0.933 26.8728744939
"2166" "YPL141C" 0.933 26.8945585011
"2167" "YER182W" 0.933 27.6693051891
"2168" "YGL082W" 0.933 28.244236552
"2169" "YDR139C" 0.933 28.570927582
"2170" "YHR173C" 0.933 29.3346303502
"2171" "YLR219W" 0.933 29.41589723
"2172" "YGL061C" 0.933 29.4547134935
"2173" "YFR038W" 0.933 29.8918217222
"2174" "YOL108C" 0.933 31.0726573568
"2175" "YFR021W" 0.933 31.1335465814
"2176" "YDR140W" 0.933 32.0158756408
"2177" "YJR053W" 0.934 26.4518882014
"2178" "YHR107C" 0.934 27.3103958565
"2179" "YOR032C" 0.934 29.3274432023
"2180" "YKR059W" 0.934 29.8620533695
"2181" "YMR322C" 0.934 30.3955788249
"2182" "YPR200C" 0.934 30.5869759144
"2183" "YNL316C" 0.934 31.3799621928
"2184" "YBR191W" 0.935 28.6297266941
"2185" "YER021W" 0.935 29.8943661972
"2186" "YGR178C" 0.935 31.4886363636
"2187" "YBR102C" 0.935 31.5971447691
"2188" "YGR285C" 0.935 31.6372682044
"2189" "YOR036W" 0.935 31.8418270247
"2190" "YLR396C" 0.935 32.1382636656
"2191" "YDR529C" 0.936 28.7281494876
"2192" "YKL126W" 0.936 29.5838610458
"2193" "YNL242W" 0.936 30.3786869648
"2194" "YBL060W" 0.936 30.5081967213
"2195" "YGR281W" 0.937 26.5689261234
"2196" "YDL036C" 0.937 26.9486652977
"2197" "YPR090W" 0.937 28.3084461036
"2198" "YPL182C" 0.937 29.3047226387
"2199" "YDL078C" 0.937 29.4526498697
"2200" "YPR105C" 0.937 29.4843693856
"2201" "YDR386W" 0.938 28.1562958307
"2202" "YLL046C" 0.938 28.5821149269
"2203" "YLR422W" 0.938 28.6674551547
"2204" "YJR031C" 0.938 28.9393330655
"2205" "YER157W" 0.938 29.2006149116
"2206" "YDR439W" 0.938 29.2408470926
"2207" "YDR376W" 0.938 29.8790395378
"2208" "YOR306C" 0.938 30.4916136495
"2209" "YGR272C" 0.939 25.7555870876
"2210" "YLR148W" 0.939 26.088028837
"2211" "YFL002C" 0.939 28.3649431024
"2212" "YER043C" 0.939 29.2042166184
"2213" "YDL098C" 0.939 30.3181137725
"2214" "YKR096W" 0.939 31.1391087047
"2215" "YLR315W" 0.939 32.1859039837
"2216" "YGL181W" 0.94 26.5259801163
"2217" "YHR064C" 0.94 27.2161709258
"2218" "YLR455W" 0.94 27.3826511453
"2219" "YER148W" 0.94 28.2282887505
"2220" "YJR010W" 0.94 28.2387396486
"2221" "YDR320C" 0.94 29.2863193562
"2222" "YPR148C" 0.94 30.3075995175
"2223" "YBR099C" 0.94 30.5361978697
"2224" "YGR142W" 0.941 25.3422818792
"2225" "YML091C" 0.941 26.7312585633
"2226" "YOR294W" 0.941 27.6673866091
"2227" "YFL009W" 0.941 29.9368288061
"2228" "YLR311C" 0.941 29.9830709328
"2229" "YJL011C" 0.941 30.9534883721
"2230" "YML032C" 0.941 32.0552486188
"2231" "YMR188C" 0.942 27.3221409574
"2232" "YDL164C" 0.942 27.3276197896
"2233" "YMR182C" 0.942 27.4680058318
"2234" "YAL007C" 0.942 28.5471377291
"2235" "YER034W" 0.942 29.2179511456
"2236" "YGR256W" 0.942 30.4212694252
"2237" "YOL063C" 0.942 32.0655599916
"2238" "YBR183W" 0.942 32.5060719806
"2239" "YHR215W" 0.942 33.2135097768
"2240" "YDL132W" 0.943 26.5828717512
"2241" "YBR052C" 0.943 27.7821332783
"2242" "YDR153C" 0.943 28.2363112392
"2243" "YHR036W" 0.943 30.3749531309
"2244" "YMR173W" 0.943 32.5889379382
"2245" "YOL051W" 0.944 26.9106191062
"2246" "YMR102C" 0.944 27.0022508697
"2247" "YLR277C" 0.944 28.0928376392
"2248" "YMR289W" 0.944 28.2155098543
"2249" "YCR032W" 0.944 29.5011030036
"2250" "YBR015C" 0.944 32.0290732889
"2251" "YBR293W" 0.944 33.4212364652
"2252" "YLR192C" 0.945 26.8780298623
"2253" "YLR301W" 0.945 27.3414579102
"2254" "YGR128C" 0.945 28.6428176286
"2255" "YNR069C" 0.945 28.6522911051
"2256" "YLR037C" 0.945 28.6537902992
"2257" "YDR261C" 0.945 29.4374867332
"2258" "YNR044W" 0.945 29.5089707271
"2259" "YNL100W" 0.945 29.6531791908
"2260" "YBL086C" 0.945 29.8350228583
"2261" "YPL007C" 0.945 30.2921646746
"2262" "YBR124W" 0.945 30.4495813615
"2263" "YCR085W" 0.945 30.8355795148
"2264" "YDR008C" 0.945 30.9336823735
"2265" "YBR062C" 0.945 30.9446665264
"2266" "YDR084C" 0.945 31.7944212607
"2267" "YHR104W" 0.945 32.1385483557
"2268" "YEL008W" 0.946 28.4953897737
"2269" "YML081W" 0.946 28.8870803662
"2270" "YDR214W" 0.946 32.0538348083
"2271" "YPL254W" 0.947 26.6112350436
"2272" "YJL128C" 0.947 28.5351210726
"2273" "YOR279C" 0.947 28.704151927
"2274" "YGR271W" 0.947 28.7518968134
"2275" "YER136W" 0.947 29.0331152903
"2276" "YPR004C" 0.947 29.32289702
"2277" "YPL140C" 0.947 29.3705772812
"2278" "YBR005W" 0.947 31.7572550906
"2279" "YPR091C" 0.948 26.8250419229
"2280" "YLR272C" 0.948 27.5059269796
"2281" "YLR221C" 0.948 27.5601300108
"2282" "YGL147C" 0.948 28.2514827995
"2283" "YGR207C" 0.948 28.8104920699
"2284" "YIL009W" 0.948 28.8173806108
"2285" "YOR284W" 0.948 29.6049382716
"2286" "YBR050C" 0.948 29.6729900632
"2287" "YIL086C" 0.948 30.4229149115
"2288" "YBR071W" 0.948 32.014458773
"2289" "YMR169C" 0.948 32.3873720137
"2290" "YKL208W" 0.948 32.9656260961
"2291" "YMR129W" 0.949 28.9711579854
"2292" "YCL049C" 0.949 31.0941341763
"2293" "YGR187C" 0.95 26.6776202006
"2294" "YNR006W" 0.95 27.5704794398
"2295" "YGR217W" 0.95 28.0541149944
"2296" "YBR235W" 0.95 30.5048465267
"2297" "YNL306W" 0.95 30.6497567755
"2298" "YGR268C" 0.95 30.6535693445
"2299" "YGR171C" 0.95 33.5202688511
"2300" "YNL323W" 0.951 26.7203991556
"2301" "YNL010W" 0.951 29.7992056487
"2302" "YJL206C" 0.951 30.2595452595
"2303" "YBR241C" 0.951 30.7106391668
"2304" "YHR061C" 0.951 30.9201141227
"2305" "YDL189W" 0.951 31.5902322811
"2306" "YCR015C" 0.952 28.6639439907
"2307" "YDR520C" 0.952 29.2853246045
"2308" "YBL108W" 0.952 30.068930733
"2309" "YLR128W" 0.952 30.3016120645
"2310" "YLR162W" 0.953 25.50998381
"2311" "YNL020C" 0.953 28.347495932
"2312" "YDR451C" 0.953 29.4301584036
"2313" "YAR053W" 0.953 30.0908715407
"2314" "YPL176C" 0.953 30.2695686901
"2315" "YGR092W" 0.953 30.3318584071
"2316" "YER180C" 0.953 30.3699788584
"2317" "YPR134W" 0.953 30.637835703
"2318" "YDR540C" 0.953 31.5940803383
"2319" "YPR106W" 0.954 29.316588785
"2320" "YDR222W" 0.954 29.3687117775
"2321" "YOR260W" 0.954 29.4998944925
"2322" "YCR067C" 0.954 30.2370156636
"2323" "YPL256C" 0.954 31.8472743324
"2324" "YJL183W" 0.955 25.9395348837
"2325" "YDR444W" 0.955 27.4114441417
"2326" "YJR149W" 0.955 27.8248796742
"2327" "YGL180W" 0.955 28.866581493
"2328" "YER087W" 0.955 29.0071321321
"2329" "YGL021W" 0.955 29.0477272727
"2330" "YGL254W" 0.955 29.8006076719
"2331" "YHL034C" 0.955 30.7512337781
"2332" "YGL102C" 0.955 30.7739683843
"2333" "YKL091C" 0.955 31.2192167945
"2334" "YOR116C" 0.956 26.9162248144
"2335" "YDR534C" 0.956 28.1727642276
"2336" "YNL339C" 0.956 29.0696761531
"2337" "YBR096W" 0.956 29.7869012708
"2338" "YPL204W" 0.956 30.1052027544
"2339" "YOR391C" 0.956 30.7125890736
"2340" "YKL053W" 0.956 31.2092949731
"2341" "YNL318C" 0.956 31.3590342679
"2342" "YBR222C" 0.956 31.8796220214
"2343" "YPR116W" 0.957 26.9783223374
"2344" "YKR053C" 0.957 29.2057651027
"2345" "YOR247W-R" 0.957 29.8853320592
"2346" "YKL090W" 0.957 30.3717395769
"2347" "YLR200W" 0.957 30.7576645186
"2348" "YCR012W" 0.957 31.1450942011
"2349" "YGL010W" 0.957 31.4262328627
"2350" "YKL189W" 0.957 32.0349854227
"2351" "YPL025C" 0.958 27.8300921187
"2352" "YDL024C" 0.958 28.2437836898
"2353" "YJR052W" 0.958 29.2954142885
"2354" "YHL010C" 0.958 29.5578231293
"2355" "YGR167W" 0.958 29.6783468104
"2356" "YOR185C" 0.958 30.9983929289
"2357" "YFR040W" 0.958 32.3692367299
"2358" "YOR053W" 0.959 28.7513763488
"2359" "YKL020C" 0.959 29.2649709593
"2360" "YBL030C" 0.959 30.8344575063
"2361" "YML063W" 0.96 26.6085003455
"2362" "YMR255W" 0.96 26.7964505614
"2363" "YMR304W" 0.96 27.1463266545
"2364" "YPL119C" 0.96 28.3672211953
"2365" "YDR099W" 0.96 29.0922309929
"2366" "YDR071C" 0.96 30.4211395541
"2367" "YLR296W" 0.96 32.8143196032
"2368" "YJR014W" 0.961 27.7416760495
"2369" "YGL043W" 0.961 29.9010775481
"2370" "YBR171W" 0.961 31.5643564356
"2371" "YGR046W" 0.961 33.1673104289
"2372" "YJR095W" 0.962 27.0338818974
"2373" "YJL119C" 0.962 28.3440358046
"2374" "YCL039W" 0.962 28.3546734955
"2375" "YER134C" 0.962 29.6321130845
"2376" "YDR057W" 0.962 30.3579604579
"2377" "YDL159W" 0.962 30.7482517483
"2378" "YKR027W" 0.962 32.1625059628
"2379" "YMR173W-A" 0.962 33.0397727273
"2380" "YGL162W" 0.963 28.5220478326
"2381" "YJR110W" 0.963 28.7675474814
"2382" "YER173W" 0.963 28.9114495206
"2383" "YOR299W" 0.963 29.6335540839
"2384" "YHR040W" 0.963 29.8614843912
"2385" "YFL046W" 0.963 29.8737808376
"2386" "YBR137W" 0.963 33.5638182214
"2387" "YGL129C" 0.964 25.9003250271
"2388" "YPL104W" 0.964 27.4497833793
"2389" "YNL181W" 0.964 27.5825242718
"2390" "YNL330C" 0.964 27.7553420898
"2391" "YDR250C" 0.964 31.071863581
"2392" "YOR384W" 0.964 31.2064291247
"2393" "YPL242C" 0.965 26.0867198839
"2394" "YJL075C" 0.965 26.5358215358
"2395" "YJL077C" 0.965 26.5801376598
"2396" "YHL024W" 0.965 29.7462488967
"2397" "YHR081W" 0.965 30.0883164673
"2398" "YML014W" 0.965 30.3380065297
"2399" "YDR441C" 0.965 33.3170364799
"2400" "YOR315W" 0.966 26.2919277553
"2401" "YDR251W" 0.966 27.3251649387
"2402" "YOR171C" 0.966 27.5674603175
"2403" "YPL061W" 0.966 28.4434054159
"2404" "YOR140W" 0.966 28.682458888
"2405" "YDR416W" 0.966 29.9559977042
"2406" "YGR120C" 0.966 31.5970610982
"2407" "YJR139C" 0.967 27.0305235496
"2408" "YER190W" 0.967 28.508073197
"2409" "YJL061W" 0.967 28.5478547855
"2410" "YPR030W" 0.967 28.8268254246
"2411" "YER041W" 0.967 30.5289478746
"2412" "YNL119W" 0.967 32.0698254364
"2413" "YMR047C" 0.968 27.7876106195
"2414" "YBR188C" 0.968 28.22117805
"2415" "YIL155C" 0.968 28.2851365015
"2416" "YGR254W-R" 0.968 28.2908458864
"2417" "YOL044W" 0.968 29.9493311715
"2418" "YDR346C" 0.968 30.217953454
"2419" "YBR196C" 0.968 30.258005068
"2420" "YGR193C" 0.968 31.3704970819
"2421" "YMR021C" 0.968 31.4788732394
"2422" "YGR113W" 0.969 28.2249127847
"2423" "YDL209C" 0.969 28.4267734554
"2424" "YIR027C" 0.969 29.1849400083
"2425" "YBR168W" 0.969 29.3206889878
"2426" "YKR017C" 0.969 29.3284347232
"2427" "YIL095W" 0.969 30.8683040031
"2428" "YER081W" 0.969 30.8761442182
"2429" "YKL078W" 0.969 30.9084953047
"2430" "YKL006W" 0.97 28.4258251723
"2431" "YAL061W" 0.97 28.7431590866
"2432" "YGL034C" 0.971 28.5741893923
"2433" "YFR024C" 0.971 29.842519685
"2434" "YEL068C" 0.971 31.2284644195
"2435" "YBR080C" 0.971 31.9061717149
"2436" "YPR154W" 0.971 32.2169506146
"2437" "YHR062C" 0.971 32.5781088351
"2438" "YMR111C" 0.972 28.0954984509
"2439" "YOR307C" 0.972 28.588028941
"2440" "YPL235W" 0.972 29.3889105818
"2441" "YLR295C" 0.972 29.8608934169
"2442" "YGR095C" 0.972 30.4035124399
"2443" "YEL074W" 0.972 30.422801057
"2444" "YER143W" 0.972 32.8861788618
"2445" "YLR040C" 0.972 33.5184815185
"2446" "YDL095W" 0.973 27.2626800868
"2447" "YOR037W" 0.973 27.8957566363
"2448" "YKL122C" 0.973 27.9289396171
"2449" "YFL058W" 0.973 27.9593679458
"2450" "YOR234C" 0.973 28.2064436692
"2451" "YDR493W" 0.973 29.4447327452
"2452" "YHR020W" 0.973 29.8474463851
"2453" "YBR290W" 0.973 29.9455471632
"2454" "YNL189W" 0.973 30.1311541566
"2455" "YLR226W" 0.974 27.2733891518
"2456" "YLR238W" 0.974 29.2952586207
"2457" "YER121W" 0.974 30.4229432213
"2458" "YBR141C" 0.974 31.6488863934
"2459" "YGR168C" 0.975 27.0846645367
"2460" "YPL115C" 0.975 28.4156118143
"2461" "YEL001C" 0.975 29.9961097063
"2462" "YFL048C" 0.975 30.1221719457
"2463" "YLR149C" 0.975 30.7405734929
"2464" "YER068W" 0.975 30.8076999405
"2465" "YPR036W" 0.975 31.9663791197
"2466" "YOR180C" 0.975 33.1067564809
"2467" "YER085C" 0.976 26.6964916412
"2468" "YJR022W" 0.976 26.9372948696
"2469" "YHL038C" 0.976 27.5360031564
"2470" "YOR193W" 0.976 28.490227721
"2471" "YOR070C" 0.976 28.7136768694
"2472" "YJL115W" 0.976 28.8074439803
"2473" "YPR081C" 0.976 29.4920558498
"2474" "YER051W" 0.976 30.1763409258
"2475" "YBR219C" 0.976 30.2702702703
"2476" "YHR208W-R" 0.976 30.4799008323
"2477" "YOL166C" 0.976 30.9702009702
"2478" "YOR200W" 0.977 27.9602094241
"2479" "YHR135C" 0.977 28.3311081442
"2480" "YHR098C" 0.977 28.3915515841
"2481" "YDR255C" 0.977 29.9256707759
"2482" "YNR075W" 0.977 31.0517681371
"2483" "YLR193C" 0.977 32.2751715186
"2484" "YDR270W" 0.978 27.1054702873
"2485" "YJR120W" 0.978 28.1507311586
"2486" "YDR265W" 0.978 29.3273809524
"2487" "YMR231W" 0.978 29.5535902295
"2488" "YOR274W" 0.978 31.0220525869
"2489" "YNL079C" 0.979 28.6410609714
"2490" "YDL138W" 0.979 29.1088082902
"2491" "YER049W" 0.979 29.3378712871
"2492" "YOR147W" 0.979 29.4313996317
"2493" "YCL046W" 0.979 29.6626262626
"2494" "YKL064W" 0.979 29.7482092468
"2495" "YNL209W" 0.979 29.7869798925
"2496" "YNR073C" 0.979 30.2628997449
"2497" "YPL169C" 0.979 30.4464285714
"2498" "YGL125W" 0.979 32.2654320988
"2499" "YPL022W" 0.98 27.2288117317
"2500" "YFR029W" 0.98 29.7015209125
"2501" "YDR510W" 0.98 29.9135638298
"2502" "YKL146W" 0.98 32.3463035019
"2503" "YLR255C" 0.981 27.5180144115
"2504" "YPR076W" 0.981 28.7871107893
"2505" "YJL130C-R" 0.981 28.8491256608
"2506" "YDR074W" 0.981 29.0499801666
"2507" "YPR080W" 0.981 29.3284151615
"2508" "YJL091C" 0.981 29.3568933635
"2509" "YER169W" 0.981 29.4271911663
"2510" "YBL032W" 0.981 29.4547519879
"2511" "YGL022W" 0.981 29.9289099526
"2512" "YBL076C" 0.981 30.0728892488
"2513" "YNL230C" 0.981 31.9735772358
"2514" "YNL022C" 0.981 32.6768226333
"2515" "YGL156W" 0.982 29.1300602929
"2516" "YMR212C" 0.982 29.9648643373
"2517" "YDR293C" 0.982 30.0275598898
"2518" "YNL298W" 0.982 30.3595416831
"2519" "YKR014C" 0.982 30.499424626
"2520" "YBR231C" 0.982 31.1026690045
"2521" "YCR066W" 0.982 31.4673587542
"2522" "YPL188W" 0.982 32.1580425191
"2523" "YGR079W" 0.982 32.437398374
"2524" "YFL039C-R" 0.983 25.1340571682
"2525" "YOR235W" 0.983 27.2764986517
"2526" "YGL178W" 0.983 28.0739299611
"2527" "YDR325W" 0.983 28.4446640316
"2528" "YGR180C" 0.983 28.8549298723
"2529" "YMR177W" 0.983 29.2751677852
"2530" "YNL002C" 0.983 29.7532626427
"2531" "YLR215C" 0.983 29.9168126095
"2532" "YOL064C" 0.983 32.2126857861
"2533" "YGR109C" 0.984 25.1311170762
"2534" "YHR120W" 0.984 26.3586659377
"2535" "YOR254C" 0.984 29.5297372061
"2536" "YGR096W" 0.984 30.7618675523
"2537" "YGL078C" 0.985 25.9271284271
"2538" "YMR112C" 0.985 27.1185097107
"2539" "YOR244W" 0.985 28.7209971237
"2540" "YHR122W" 0.985 29.4314079422
"2541" "YNL176C" 0.985 29.6962359674
"2542" "YGR006W" 0.985 31.0237923576
"2543" "YBR091C" 0.985 32.349799733
"2544" "YNL196C" 0.986 28.9826589595
"2545" "YJR005W" 0.986 29.1995863495
"2546" "YKL075C" 0.986 30.0191864927
"2547" "YPL186C" 0.986 30.6256410256
"2548" "YER061C" 0.986 30.9939707149
"2549" "YIL039W" 0.986 31.1808318264
"2550" "YDL107W" 0.987 28.7199144232
"2551" "YLR081W" 0.987 28.9352953906
"2552" "YHR076W" 0.987 29.9531186302
"2553" "YGL008C" 0.987 31.5964523282
"2554" "YBR125C" 0.987 32.5896700143
"2555" "YLR377C" 0.988 27.9684254258
"2556" "YAL036C" 0.988 28.2762738854
"2557" "YDR419W" 0.988 29.1301142647
"2558" "YOL160W" 0.988 29.3248868778
"2559" "YMR060C" 0.988 30.151022749
"2560" "YER188W" 0.989 27.3953174246
"2561" "YPL207W" 0.989 27.8688834309
"2562" "YFL003C" 0.989 28.6554957112
"2563" "YCR030C" 0.989 28.8336810165
"2564" "YGL119W" 0.989 29.3987975952
"2565" "YPR101W" 0.989 29.7405966278
"2566" "YIL127C" 0.99 26.0916057744
"2567" "YJR098C" 0.99 27.4553485692
"2568" "YDL228C" 0.99 28.0339907679
"2569" "YJL186W" 0.99 28.131730079
"2570" "YKR040C" 0.99 28.6386093321
"2571" "YER105C" 0.99 28.9788809057
"2572" "YOR270C" 0.99 29.1313695979
"2573" "YJL201W" 0.99 29.1666666667
"2574" "YLR330W" 0.99 29.3417874396
"2575" "YOR098C" 0.99 30.4070499371
"2576" "YNR074C" 0.99 30.7654373928
"2577" "YDR118W" 0.991 24.6162423341
"2578" "YFR011C" 0.991 28.5204656403
"2579" "YPL201C" 0.991 28.862470065
"2580" "YPL072W" 0.991 28.8631264024
"2581" "YDR036C" 0.991 29.3120539255
"2582" "YDR302W" 0.991 30.0735912532
"2583" "YNL115C" 0.991 30.6465517241
"2584" "YBR133C" 0.991 30.796460177
"2585" "YGR234W" 0.991 30.8886910062
"2586" "YBR264C" 0.991 31.2569382274
"2587" "YMR171C" 0.991 31.4718267495
"2588" "YHR172W" 0.992 27.5199695702
"2589" "YFL013C" 0.992 27.5537516455
"2590" "YHL001W" 0.992 27.8760255242
"2591" "YER110C" 0.992 28.5605900948
"2592" "YKL043W" 0.992 28.9817660316
"2593" "YDR279W" 0.992 29.2916909905
"2594" "YDR274C" 0.992 29.3218533641
"2595" "YMR105C" 0.992 29.6873156342
"2596" "YHL005C" 0.992 29.7915839619
"2597" "YDR288W" 0.992 30.9062980031
"2598" "YBR238C" 0.992 30.9171709531
"2599" "YLR271W" 0.993 26.5714826021
"2600" "YGR070W" 0.993 29.8954918033
"2601" "YNR071C" 0.993 30.3952310959
"2602" "YNL311C" 0.993 31.0359508042
"2603" "YBR111C" 0.993 32.1833989501
"2604" "YER059W" 0.993 32.6664173523
"2605" "YPL127C" 0.994 27.9359554473
"2606" "YJR105W" 0.994 28.4435049962
"2607" "YHR027C" 0.994 29.4634240494
"2608" "YNL192W" 0.994 29.6441793501
"2609" "YBR103W" 0.994 29.6952414899
"2610" "YGR112W" 0.994 29.9544513458
"2611" "YGL065C" 0.994 29.9871276204
"2612" "YHR205W" 0.994 30.1031701369
"2613" "YDR350C" 0.994 30.5428296439
"2614" "YEL038W" 0.994 31.0046305617
"2615" "YJR146W" 0.995 29.6272089083
"2616" "YGR214W" 0.995 30.2227432591
"2617" "YBR078W-R" 0.995 30.400689358
"2618" "YER078C" 0.995 30.4417089066
"2619" "YPR062W" 0.995 31.6331967213
"2620" "YHR084W" 0.996 27.5623441397
"2621" "YNL299W" 0.996 28.944591029
"2622" "YBR044C" 0.996 30.5686913983
"2623" "YCL065W" 0.996 30.6695024968
"2624" "YFR036W" 0.996 31.6534541336
"2625" "YMR264W" 0.997 27.7599402651
"2626" "YDR053W" 0.997 28.7024504084
"2627" "YLR433C" 0.997 29.2035232384
"2628" "YOR286W" 0.997 29.6281767013
"2629" "YLR117C" 0.997 30.2610441767
"2630" "YOR385W" 0.997 30.2689534204
"2631" "YGL139W" 0.997 30.3366457108
"2632" "YHR171W" 0.997 31.1747048229
"2633" "YGL036W" 0.998 28.1755915318
"2634" "YGR001C" 0.998 28.2033832394
"2635" "YNL313C" 0.998 29.3285263632
"2636" "YNL173C" 0.999 27.1185081211
"2637" "YPR031W" 0.999 28.6563835718
"2638" "YGL183C" 0.999 29.3918463612
"2639" "YPL243W" 0.999 30.2452046668
"2640" "YEL051W" 0.999 30.8848393763
"2641" "YER058W" 0.999 31.7411809093
"2642" "YDR506C" 1 26.0988526037
"2643" "YMR247C" 1 27.8261689291
"2644" "YHR192W" 1 28.2914046122
"2645" "YFR039C" 1 28.6751428045
"2646" "YCR087C-A" 1 30.9908561929
"2647" "YOR007C" 1 32.4434114794
"2648" "YHR011W" 1.001 26.2981803952
"2649" "YKR080W" 1.001 27.510373444
"2650" "YNL219C" 1.001 29.3598733318
"2651" "YLR181C" 1.001 29.45170814
"2652" "YNR050C" 1.001 29.9556933983
"2653" "YGR267C" 1.001 29.9635258359
"2654" "YIL094C" 1.001 30.1335740072
"2655" "YOL141W" 1.001 30.3834529656
"2656" "YOR137C" 1.001 30.3994732221
"2657" "YGL099W" 1.001 30.4005768306
"2658" "YKL138C" 1.001 31.2300545344
"2659" "YIR010W" 1.002 28.2498613935
"2660" "YDR018C" 1.002 28.5555966014
"2661" "YPL164C" 1.002 29.0912863071
"2662" "YLR438W" 1.002 29.1930100137
"2663" "YHR130C" 1.002 29.6821565077
"2664" "YCR094W" 1.002 30.1352157487
"2665" "YCL051W" 1.002 30.1375137514
"2666" "YBL083C" 1.002 31.2004466778
"2667" "YDR039C" 1.002 32.4584647739
