"Transcript.ID" "Gene.name" "Poly.A..tags" "Mean.TL" "Median.TL" "X10th..ile..TL" "X25th..ile..TL" "X75th..ile..TL" "X90th..ile..TL" "mRNA.RPKM" "RPF.RPKM" "log2.TE."
"905" "YPR082C" "YPR082C" 94 31.1 26.3 11.8 16 43.7 61.6 43.7 36.37 -0.264884353932
"906" "YGL006W-A" "YGL006W-A" 4 3.9 4.5 NA NA NA NA NA NA NA
"907" "YBR291C" "YBR291C" 95 38.6 39 10.3 20.6 55.4 65.2 22.04 14.79 -0.575502171472
"908" "YOL038W" "YOL038W" 434 23 19.5 6.2 11.5 30.8 47.7 215.83 306.94 0.508061257194
"909" "YLR393W" "YLR393W" 0 NA NA NA NA NA NA 25.08 22.07 -0.184450718522
"910" "YAR015W" "YAR015W" 278 27.4 25.4 9.2 15.8 37.5 47.2 186.05 264.23 0.506103885334
"911" "YOR384W" "YOR384W" 0 NA NA NA NA NA NA 9.34 3.26 -1.51855058548
"912" "YOR086C" "YOR086C" 337 27.3 25.7 8.2 15.4 37.6 48.4 130.35 80.46 -0.696046939797
"913" "YDR020C" "YDR020C" 40 35.6 35.1 13.2 22.6 49.1 56.9 28.86 24.04 -0.26363440378
"914" "YPL213W" "YPL213W" 39 25.2 20.8 5.4 13.5 29.5 50.8 24.62 38.35 0.639395815906
"915" "YNR001C" "YNR001C" 264 32.5 29.7 10.8 18.8 44.4 58.8 148.81 147.7 -0.0108016523974
"916" "YOR347C" "YOR347C" 52 29.9 31.7 10.9 16.1 39.7 47.9 41.98 43.24 0.0426643564425
"917" "YNL082W" "YNL082W" 0 NA NA NA NA NA NA 20.69 15.05 -0.459170158213
"918" "YLL051C" "YLL051C" 126 35.6 33.1 10.3 21.8 51 64.8 46.26 14.9 -1.63445293529
"919" "YDR395W" "YDR395W" 270 23.1 18.6 6.5 11.3 32.7 45.3 141.47 117.74 -0.264891616125
"920" "YML103C" "YML103C" 63 19 15 4.2 9.1 27.3 35.5 88.31 43.57 -1.01924170099
"921" "YOR279C" "YOR279C" 28 29.2 17.1 5.8 10.6 55 66.9 11.84 15.22 0.362299277875
"922" "YOR224C" "YOR224C" 3 8.9 9.6 NA NA NA NA 351.98 503.93 0.517729890273
"923" "YLR036C" "YLR036C" 1 14.1 14.1 NA NA NA NA 29.46 24.61 -0.259512772578
"924" "YKL211C" "YKL211C" 187 26.1 23.4 5 10.8 36.6 52.1 96.21 108.04 0.167306785346
"925" "YGL060W" "YGL060W" 4 25.5 18.8 NA NA NA NA 30.89 19.22 -0.684531534854
"926" "YNL311C" "YNL311C" 68 26.7 19.8 8.4 13.1 36.5 53.9 17.01 8.01 -1.08650899325
"927" "YPR161C" "YPR161C" 117 32.8 28.1 8.9 16.5 47.3 62.3 51.99 40.21 -0.370679819081
"928" "YLR297W" "YLR297W" 7 35.5 30.5 NA NA NA NA 37.92 14.37 -1.39989890244
"929" "YLL002W" "YLL002W" 54 35.4 27.5 11.5 16.1 58.2 69.3 17.01 12.85 -0.404614781582
"930" "YJL030W" "YJL030W" 98 29.1 24.5 10.5 17.2 40 55.7 36.63 45.3 0.306485349225
"931" "YLR424W" "YLR424W" 27 23.2 22.1 9.3 13.1 28.9 37.3 14.44 8.92 -0.694955126967
"932" "YLR408C" "YLR408C" 1 6.7 6.7 NA NA NA NA NA NA NA
"933" "YGL123W" "YGL123W" 13697 24.4 22.2 7.2 13.5 32.9 44.5 4305 6166.02 0.518326331332
"934" "YDR079W" "YDR079W" 1 6.4 6.4 NA NA NA NA NA NA NA
"935" "YNL154C" "YNL154C" 0 NA NA NA NA NA NA 145.19 135.31 -0.10167362603
"936" "YBR086C" "YBR086C" 574 22.3 19.5 5.8 10.4 31 42.6 159.16 79.9 -0.994210395878
"937" "YER043C" "YER043C" 2078 19.9 16.1 5.8 9.6 26.5 40.3 1099.26 1582.13 0.525335490781
"938" "YBR074W" "YBR074W" 121 27.1 24.7 7.6 14.1 35.8 50.6 75.99 45.38 -0.743752968761
"939" "YGR191W" "YGR191W" 127 27.7 25.5 6.1 13.4 39.2 54.2 87.74 104.46 0.251643997353
"940" "YOR150W" "YOR150W" 199 25.8 22.6 5.9 10.7 38.4 52.4 96.73 83.29 -0.215820106383
"941" "YPR098C" "YPR098C" 4 27.3 18.5 NA NA NA NA 73.15 89.07 0.284081729682
"942" "YMR106C" "YMR106C" 27 25.1 18.7 5.4 9 40.3 54.3 14.9 9.81 -0.60298728913
"943" "YDR055W" "YDR055W" 80 30.3 29.8 7.2 10.8 43.1 55.8 102.56 171.4 0.740898942381
"944" "YBL061C" "YBL061C" 85 23.4 19.1 6.7 13.1 31.7 46.1 62.64 38.91 -0.686943232318
"945" "YAL003W" "YAL003W" 6792 23.7 21.1 8 14 30.9 42.9 4167.97 6818.39 0.710086227977
"946" "YPL041C" "YPL041C" 27 30.5 23.5 9.8 13.9 45.6 56.9 NA NA NA
"947" "YCL059C" "YCL059C" 282 28.1 23.9 9.9 16.1 37.5 52.5 148.08 166.87 0.172347809014
"948" "YMR140W" "YMR140W" 97 29 23.7 6.5 13.4 42.5 56.7 35.36 22.95 -0.62362412109
"949" "YGL070C" "YGL070C" 97 26.6 23.3 6.1 13.2 36.1 53.8 85.94 169.81 0.982519738537
"950" "YLR095C" "YLR095C" 92 26.5 19.9 6.4 12.1 38.8 57.4 34.83 23.63 -0.559710843613
"951" "YBR034C" "YBR034C" 249 22.9 18.1 4.8 8.1 34.1 49.3 155.33 154.94 -0.00362684991956
"952" "YGR065C" "YGR065C" 87 25 22.1 6.2 12 33.2 47.8 34.17 19.9 -0.779961816998
"953" "YCR091W" "YCR091W" 1 61.5 61.5 NA NA NA NA 8.09 4.49 -0.849424257689
"954" "YLR401C" "YLR401C" 96 34.4 31.6 11.8 18 48.7 62.3 60.68 50.58 -0.262654048584
"955" "YHR112C" "YHR112C" 87 32.1 30.1 11.2 20.4 42.3 54.2 38.46 35.97 -0.0965646032045
"956" "YDR244W" "YDR244W" 20 16.5 12.2 7.1 9.4 21 31.5 33 26.25 -0.330148601692
"957" "YLR304C" "YLR304C" 504 24.3 21.4 6.1 11 34.3 47.6 466.75 416.82 -0.163225519287
"958" "YKL018W" "YKL018W" 114 36.6 34.6 9.7 17.6 52 68.6 36.39 33.99 -0.0984316893
"959" "YHR122W" "YHR122W" 91 28.9 27.6 9.3 16.7 38.2 50.9 61.77 84.78 0.456817635702
"960" "YDL088C" "YDL088C" 0 NA NA NA NA NA NA 49.89 32.39 -0.623202201213
"961" "YJR063W" "YJR063W" 337 26.8 22.2 7.7 14.3 39 51.3 111.72 155.04 0.472752997135
"962" "YMR161W" "YMR161W" 3 20.7 20.6 NA NA NA NA 66.23 103.16 0.639326914896
"963" "YDL157C" "YDL157C" 8 35.4 29 NA NA NA NA 183.91 236.27 0.361436529486
"964" "YDR233C" "YDR233C" 379 27.2 24 8.1 15.7 38.2 50.6 421.42 536.57 0.348507610719
"965" "YJL184W" "YJL184W" 170 25.8 20.6 9.7 14.3 35.9 47.6 96.95 135.58 0.483831572457
"966" "YER025W" "YER025W" 731 24.3 21.6 6.8 12.6 33.4 45.9 333.29 471.3 0.499867649734
"967" "YDL015C" "YDL015C" 677 25.5 24.1 9.6 14.7 33.8 46.5 222.57 262.2 0.236408539277
"968" "YMR315W" "YMR315W" 399 25.8 23.4 9.3 13.8 34.5 46.7 197.48 282.4 0.516033538417
"969" "YMR112C" "YMR112C" 0 NA NA NA NA NA NA 41.19 64.58 0.648793314746
"970" "YKR086W" "YKR086W" 14 36.3 34.3 2.2 15.3 59.2 72.5 24.99 8.2 -1.60765508658
"971" "YNL207W" "YNL207W" 114 34.9 30.3 11.6 18.5 50.5 62.8 63.88 79.63 0.317947744871
"972" "YDL197C" "YDL197C" 55 39.7 38.5 13 22.4 56.5 68.5 24.78 4.26 -2.54025085191
"973" "YER078C" "YER078C" 0 NA NA NA NA NA NA 31.24 17.14 -0.866027344029
"974" "YER130C" "YER130C" 77 30.3 26 6.8 13.2 46.4 58.3 34.83 27.21 -0.356193516337
"975" "YDR115W" "YDR115W" 0 NA NA NA NA NA NA 79.51 110.29 0.472093762454
"976" "YDR428C" "YDR428C" 12 32.5 30.2 10.8 24.1 39.4 54 44.44 37.16 -0.258108315006
"977" "YGR071C" "YGR071C" 0 NA NA NA NA NA NA 18.38 8.22 -1.16092646761
"978" "YCR106W" "YCR106W" 6 25.8 20.1 NA NA NA NA 13.08 2.64 -2.30875270614
"979" "YER165W" "YER165W" 1121 23.4 20.4 5.6 11 33.9 45.2 1011.24 1290.75 0.352084161967
"980" "YML038C" "YML038C" 0 NA NA NA NA NA NA 55.18 22.43 -1.29871583627
"981" "YBR082C" "YBR082C" 1214 26.8 24.3 7.6 14.1 35.9 47.8 527.85 1311.48 1.31299588683
"982" "YER109C" "YER109C" 0 NA NA NA NA NA NA 20.56 4.07 -2.33673956493
"983" "YKR071C" "YKR071C" 156 26.7 26.2 6.9 12.3 39.7 49.8 113.81 154.42 0.440232291417
"984" "YBR098W" "YBR098W" 28 30.9 26.8 10.6 16 41.9 61.4 12.39 6.35 -0.964347690481
"985" "YGR196C" "YGR196C" 49 27 22.1 6.6 11.3 45.8 51.7 29.08 28.55 -0.0265365236694
"986" "YHR002W" "YHR002W" 23 30 22.2 13.4 15.8 40.8 57.5 13.12 5.29 -1.3104280925
"987" "YNL101W" "YNL101W" 63 25.2 20.7 7.4 14 35 47.6 43.92 14.56 -1.59286769881
"988" "YOR233W" "YOR233W" 0 NA NA NA NA NA NA 38.24 18.81 -1.02358267446
"989" "YLR011W" "YLR011W" 1 52 52 NA NA NA NA NA NA NA
"990" "YPR049C" "YPR049C" 41 24.1 18 8.2 15 29.8 54.2 18.29 7.13 -1.3590810933
"991" "YDL057W" "YDL057W" 19 32.7 29.4 18.1 21.8 43.8 52.3 14.77 14.34 -0.0426248020629
"992" "YGR257C" "YGR257C" 186 31.7 26.7 9.2 15.6 47.3 61.2 61.99 14.32 -2.11400401138
"993" "YNL070W" "YNL070W" 479 20.4 17.1 6.9 11 27.1 38.3 214.3 482.15 1.16985019808
"994" "YMR167W" "YMR167W" 5 38.9 26.1 NA NA NA NA 20.24 11.81 -0.777200325297
"995" "YIL078W" "YIL078W" 2143 23.7 21 7.9 13.2 31.8 43.2 792.74 814.25 0.0386240410198
"996" "YGL119W" "YGL119W" 47 26.7 21.4 9.2 12.6 41.5 51.3 30.58 22.69 -0.430531797688
"997" "YML046W" "YML046W" 0 NA NA NA NA NA NA 41.31 17.78 -1.21623573603
"998" "YPL235W" "YPL235W" 121 28.3 25.1 8.2 13.9 39.2 53.1 127.87 177.79 0.475496351928
"999" "YDL008W" "YDL008W" 110 30.2 27.9 9.2 14.8 43.9 53 55.74 43.48 -0.358361062077
"1000" "YBL050W" "YBL050W" 188 29.8 25.8 8.9 14.9 40.1 57.7 131.3 207.4 0.65954897792
"1001" "YGR102C" "YGR102C" 124 30.1 26.9 10.6 19.5 40.4 49.6 47.31 34 -0.476610414487
"1002" "YGR280C" "YGR280C" 130 28.8 25.3 10.7 16.5 39 54.8 46.78 106.72 1.18986680483
"1003" "YGR237C" "YGR237C" 59 28.9 21.4 7.9 13.9 41.6 53.5 25.99 19.14 -0.441365803986
"1004" "YLR031W" "YLR031W" 2 21.7 21.7 NA NA NA NA NA NA NA
"1005" "YDL159W" "YDL159W" 0 NA NA NA NA NA NA 21.38 15.51 -0.463063166684
"1006" "YJR014W" "YJR014W" 550 32.8 30.6 12.7 20.3 43.1 55.8 235.47 470.48 0.998590130289
"1007" "YJL132W" "YJL132W" 0 NA NA NA NA NA NA 10.23 4.37 -1.22710096024
"1008" "YGL190C" "YGL190C" 93 34.8 34.2 8.4 14.5 50.5 59 68.88 48.86 -0.49543127913
"1009" "YBR110W" "YBR110W" 0 NA NA NA NA NA NA 61.81 38.56 -0.680735213476
"1010" "YDR144C" "YDR144C" 221 26.4 21.4 9.1 14.1 36.9 49.6 110.54 76.08 -0.538979366354
"1011" "YOR180C" "YOR180C" 0 NA NA NA NA NA NA 14.71 0.67 -4.4564923408
"1012" "YPL018W" "YPL018W" 0 NA NA NA NA NA NA 31.5 25.84 -0.285745758581
"1013" "YGL018C" "YGL018C" 90 41.4 36.5 15.2 22.3 53 73.1 24.46 35.35 0.531285811169
"1014" "YHR047C" "YHR047C" 247 24.2 21 9.2 13 32 43.4 161.51 138.19 -0.224970272993
"1015" "YGR202C" "YGR202C" 103 30.9 27.8 11.3 16.4 42.2 56.7 38.89 46.39 0.254414611416
"1016" "YHL007C" "YHL007C" 128 25.3 21.8 7.5 12.1 33.8 49 60.17 42.16 -0.513169489793
"1017" "YKL120W" "YKL120W" 134 32 29.2 8.9 16 47.6 59 200.28 243.39 0.281251533701
"1018" "YJR041C" "YJR041C" 0 NA NA NA NA NA NA 44.68 28.79 -0.63406139692
"1019" "YKL175W" "YKL175W" 205 27.6 25.1 9.2 13.1 39.3 53.1 79.19 53.2 -0.573892014613
"1020" "YKR028W" "YKR028W" 5 33.7 36.6 NA NA NA NA 82.49 30.81 -1.42082055426
"1021" "YFL046W" "YFL046W" 67 28 26.4 8.3 14.9 34.5 51.2 41.85 44.17 0.0778392096024
"1022" "YDR379W" "YDR379W" 2 44.6 44.6 NA NA NA NA 21.22 10.65 -0.994571225802
"1023" "YMR179W" "YMR179W" 74 31.1 25.4 9.3 12.3 47.4 61.5 27.67 14.93 -0.890108478475
"1024" "YLR381W" "YLR381W" 27 27.5 22.3 4.1 7.9 48.3 53.6 12.68 4.07 -1.63945404587
"1025" "YNL176C" "YNL176C" 68 25.5 20.7 5.4 11.2 38.3 56.2 30.19 15.96 -0.919610105291
"1026" "YHR169W" "YHR169W" 55 40.4 37.8 9 19.9 61 77.9 56.32 48.22 -0.224015683035
"1027" "YMR074C" "YMR074C" 550 23.5 19.7 7.3 12.5 31.4 44.7 247.31 253.36 0.0348681960799
"1028" "YHR005C" "YHR005C" 1 18.4 18.4 NA NA NA NA 103.21 76.13 -0.439045776705
"1029" "YOR103C" "YOR103C" 192 27.7 24.3 9.2 15.2 37 52.4 110.79 162.26 0.550479725137
"1030" "YDL175C" "YDL175C" 41 30.3 24.1 9.2 13.3 45 55.4 27.42 29.32 0.0966565323546
"1031" "YCR059C" "YCR059C" 224 28 26.7 9.7 15.6 37.8 49.9 74.3 41.59 -0.83712552578
"1032" "YKL137W" "YKL137W" 0 NA NA NA NA NA NA 74.03 115.6 0.64295946414
"1033" "YNL312W" "YNL312W" 240 36.3 33.2 11.6 19.7 50.5 64.7 90.37 147.79 0.709632827065
"1034" "YGL009C" "YGL009C" 2 -3.4 -3.4 NA NA NA NA 777.83 816.7 0.0703513487863
"1035" "YKL168C" "YKL168C" 26 30.2 26.3 6.1 17.6 40.8 49.3 18.97 9.83 -0.948456357071
"1036" "YBL042C" "YBL042C" 102 23.7 16.8 7.7 10.6 32.6 48.8 71.64 49.9 -0.521725521761
"1037" "YDL102W" "YDL102W" 39 28.6 22.8 10.7 15.6 38.8 48.2 37.19 32.94 -0.175074192886
"1038" "YLR237W" "YLR237W" 1 -2.6 -2.6 NA NA NA NA 30.77 12.91 -1.25303544303
"1039" "YER092W" "YER092W" 0 NA NA NA NA NA NA 74.07 103.32 0.480158306254
"1040" "YJL063C" "YJL063C" 155 25.8 19.6 7.3 11.9 39.2 52.3 53.52 74.66 0.480257392662
"1041" "YEL017C-A" "YEL017C-A" 3472 34.9 33.8 13 22.2 46.8 59.2 1840.54 3359.63 0.868173252256
"1042" "YPR164W" "YPR164W" 45 22.1 19.8 -0.5 6.9 33.7 47.8 39.93 10.8 -1.88644175958
"1043" "YLR131C" "YLR131C" 0 NA NA NA NA NA NA 26.63 17.91 -0.572287091225
"1044" "YDL160C-A" "YDL160C-A" 102 30.3 26.8 12.2 17.9 39.8 51.8 NA NA NA
"1045" "YHR041C" "YHR041C" 0 NA NA NA NA NA NA 74.26 47.59 -0.641926860694
"1046" "YIR010W" "YIR010W" 64 25.8 18.7 8.3 11.3 40.4 51 26.97 15.39 -0.809362289907
"1047" "YDR331W" "YDR331W" 0 NA NA NA NA NA NA 61.11 56.75 -0.106788088621
"1048" "YNL298W" "YNL298W" 63 29.5 22.6 6.8 11.3 40.4 65 33.94 20.51 -0.726659073063
"1049" "YOR293W" "YOR293W" 8225 21 18.3 6.4 11.3 28 38.3 3246.73 4653.95 0.519468296909
"1050" "YML056C" "YML056C" 205 24.8 21.1 5.8 10.3 34.1 48.9 388.39 255.68 -0.603166742332
"1051" "YKR044W" "YKR044W" 65 38 39 14.1 20.6 55.2 63.1 24.03 8.04 -1.57956924195
"1052" "YGL029W" "YGL029W" 125 31.4 31.7 7.7 18.3 45.3 54.9 65.04 148.04 1.18658787823
"1053" "YFL004W" "YFL004W" 0 NA NA NA NA NA NA 257.3 204.06 -0.334458045192
"1054" "YKL149C" "YKL149C" 0 NA NA NA NA NA NA 23.59 16.31 -0.532418636528
"1055" "YCR069W" "YCR069W" 2 -6.9 -6.9 NA NA NA NA 94.57 78.7 -0.265018960988
"1056" "YDL128W" "YDL128W" 248 35.1 33.7 13.8 21.3 48.4 59.4 109.29 95.99 -0.187205378529
"1057" "YLR433C" "YLR433C" 0 NA NA NA NA NA NA 45.47 40.62 -0.162724764448
"1058" "YMR068W" "YMR068W" 0 NA NA NA NA NA NA 8.16 4.24 -0.944504887408
"1059" "YPL098C" "YPL098C" 1 51.1 51.1 NA NA NA NA 122.71 202.88 0.725373827322
"1060" "YMR153W" "YMR153W" 103 31.7 29.5 9.4 15.6 42.8 60.8 47.38 60.58 0.354563379555
"1061" "YGR239C" "YGR239C" 1 -8.6 -8.6 NA NA NA NA 16.28 15.26 -0.0933457374317
"1062" "YDL040C" "YDL040C" 341 24.6 21.3 5.9 11 36 48.7 166.86 128.5 -0.376869791099
"1063" "YPL096W" "YPL096W" 50 25.8 17.5 7.5 10.9 39.6 51.5 22.4 22.79 0.0249021923203
"1064" "YER032W" "YER032W" 79 27.7 22.6 8 11.7 40.9 56 23.98 14.25 -0.750869739475
"1065" "YJR070C" "YJR070C" 533 27.3 24.6 9.3 15.1 37.2 48 312.84 534.36 0.772387028907
"1066" "YMR209C" "YMR209C" 122 31.6 29.2 8.2 16.7 44 57.3 38.85 20.89 -0.895102106228
"1067" "YDL097C" "YDL097C" 358 24.3 22 7.5 11.1 33 45.6 193.47 244.2 0.335953324946
"1068" "YKL063C" "YKL063C" 105 38.9 33.9 15.1 22 54.4 75.5 71.15 114.51 0.686537930523
"1069" "YGL005C" "YGL005C" 49 32.9 31.7 16.6 20.6 42 57 40.2 27.92 -0.525896559857
"1070" "YGR262C" "YGR262C" 31 28 22.8 11.7 18.1 36 44.5 46.84 54.98 0.231165831012
"1071" "YPL160W" "YPL160W" 848 25.8 22.8 7 13.5 35.2 49.1 553 539.62 -0.0353356604056
"1072" "YIR024C" "YIR024C" 35 31.4 26.4 12.8 16.7 49.7 54.5 NA NA NA
"1073" "YDL111C" "YDL111C" 213 28.2 25.5 8.5 16 36 56.3 79.11 59.44 -0.412425956047
"1074" "YPL245W" "YPL245W" 134 32 28.5 9.7 16.8 45.3 58.3 37.57 26.4 -0.509043186396
"1075" "YDR202C" "YDR202C" 16 22.4 18.1 7.9 11 30.6 46.3 33.46 19.67 -0.76644048776
"1076" "YPL007C" "YPL007C" 44 34 30.5 11.9 16.6 52.4 62.8 27.43 14.61 -0.908798444045
"1077" "YMR029C" "YMR029C" 107 26.2 21.5 8.6 13.7 34.6 53.7 44.59 25.11 -0.828458171042
"1078" "YDR495C" "YDR495C" 31 28.6 24.6 9.2 17.1 38.3 53.7 17.36 10.27 -0.757330766126
"1079" "YLR104W" "YLR104W" 225 31.4 29.4 11.1 16.4 43.1 56.3 57.27 74.71 0.383521758492
"1080" "YKL159C" "YKL159C" 32 33.2 32.8 10.2 14.5 44.8 60.9 17.6 19.8 0.169925001442
"1081" "YKR004C" "YKR004C" 4 29.5 28.7 NA NA NA NA 17.28 6.39 -1.43521538122
"1082" "YDR363W-A" "YDR363W-A" 187 21.6 17.8 6 9.8 29.5 43.8 304.14 571.26 0.909411945244
"1083" "YDR368W" "YDR368W" 470 30.3 29.5 11.3 18.3 39.5 50.7 165.8 260.8 0.653499862735
"1084" "YOR132W" "YOR132W" 120 29.8 27.5 10.1 16.5 41 51.4 57.89 41.55 -0.478465679571
"1085" "YNL085W" "YNL085W" 2 -3.1 -3.1 NA NA NA NA 228.67 124.06 -0.882229076041
"1086" "YDR300C" "YDR300C" 152 33.4 29.8 13 19.2 47.5 58.8 107.53 105.18 -0.031878814285
"1087" "YBR101C" "YBR101C" 259 28.8 25.8 9.2 14.9 39.8 55.7 94.33 110.05 0.222370572418
"1088" "YOR001W" "YOR001W" 156 24.3 19 6 10 33.3 51.5 71.2 45.14 -0.657470822662
"1089" "YMR038C" "YMR038C" 509 24.3 20.2 7 12.5 33.8 46.1 198.93 291.11 0.549303537903
"1090" "YPL052W" "YPL052W" 29 28.6 24.2 10.7 14.6 40.6 50.1 18.99 9.42 -1.01144094054
"1091" "YIL003W" "YIL003W" 118 38 35.8 14.9 22.3 51.4 65 29.04 22.94 -0.34017606198
"1092" "YMR224C" "YMR224C" 10 28.7 19.5 4.6 10.3 52.2 59.3 14.98 8.96 -0.741466986401
"1093" "YBR245C" "YBR245C" 0 NA NA NA NA NA NA 74.97 64.46 -0.217909213748
"1094" "YPL155C" "YPL155C" 80 24.5 21.6 7.9 13.4 32.8 44.7 23.92 15.41 -0.634350527683
"1095" "YPL056C" "YPL056C" 3 35.9 28.2 NA NA NA NA NA NA NA
"1096" "YBR163W" "YBR163W" 30 38.6 34.7 16.1 20.8 54.7 64 28.69 4.83 -2.57045287393
"1097" "YJL216C" "YJL216C" 0 NA NA NA NA NA NA 6.08 0.11 -5.78849589481
"1098" "YLR276C" "YLR276C" 149 23.3 19.2 6 11.2 29.2 53.8 109.13 91.39 -0.255939537542
"1099" "YKL079W" "YKL079W" 61 23.1 17.4 5.2 8.5 31 55 35.75 22.59 -0.66225897116
"1100" "YFR044C" "YFR044C" 820 22.2 20 6.2 10.6 31 41.9 407.37 448.67 0.139314982819
"1101" "YBR210W" "YBR210W" 65 26.4 20.9 6.8 11.1 37.4 56.3 58.01 57.49 -0.0129905885724
"1102" "YPL103C" "YPL103C" 22 27.3 22.6 5.7 14 37.6 51.8 23 14.38 -0.677570185392
"1103" "YIL103W" "YIL103W" 137 36.7 33.3 10 18.2 54.6 65.3 45.09 39.16 -0.203426745034
"1104" "YBR269C" "YBR269C" 194 23.9 19.9 7.1 12.3 32.6 47 84.32 137.77 0.708314997209
"1105" "YFR033C" "YFR033C" 1 -5.9 -5.9 NA NA NA NA 105.07 98.83 -0.0883298584049
"1106" "YDR283C" "YDR283C" 0 NA NA NA NA NA NA 41.6 13.03 -1.67474644446
"1107" "YJR096W" "YJR096W" 0 NA NA NA NA NA NA 45.18 38.16 -0.243623099388
"1108" "YNL037C" "YNL037C" 376 26.7 23.7 9.2 13.7 38.2 47.1 222.31 312.76 0.492483167524
"1109" "YLR398C" "YLR398C" 0 NA NA NA NA NA NA 58.54 41.03 -0.512743591516
"1110" "YBR192W" "YBR192W" 96 28.1 23.2 7.8 12 42.5 61.9 36.44 29.55 -0.302364828737
"1111" "YNL188W" "YNL188W" 28 32.1 25.1 11.7 16.4 45 62.3 28.73 8.54 -1.75025001791
"1112" "YJR116W" "YJR116W" 0 NA NA NA NA NA NA 26.11 23.14 -0.174213593205
"1113" "YKL027W" "YKL027W" 184 33.9 28.8 9 16.4 50.8 65.2 43.32 35.68 -0.279917627688
"1114" "YGR143W" "YGR143W" 56 28.8 22.7 7.4 11.6 45.3 51.9 35.16 17.32 -1.02149614042
"1115" "YER007C-A" "YER007C-A" 528 25 21.9 8.2 13.5 34.3 46.4 235.6 362.93 0.62335177657
"1116" "YOL095C" "YOL095C" 28 24 21.5 6.8 12.8 32.4 43 15.47 5.7 -1.4404393724
"1117" "YOR049C" "YOR049C" 0 NA NA NA NA NA NA 13.37 10.07 -0.408935782087
"1118" "YGL229C" "YGL229C" 15 35 29.9 13 24.1 46.7 55 19.45 3.91 -2.31452964257
"1119" "YBR125C" "YBR125C" 63 36.2 35.9 6.4 11.4 49.4 61.3 43.04 28.35 -0.602329342727
"1120" "YLR356W" "YLR356W" 103 31.2 30.5 12 18.3 40.7 52.8 28.19 32.13 0.188737502901
"1121" "YBR221C" "YBR221C" 0 NA NA NA NA NA NA 572.47 640.35 0.161660571818
"1122" "YJL094C" "YJL094C" 116 30.9 27 10.3 16.1 43.4 57.2 30.29 14.02 -1.11135522878
"1123" "YGR074W" "YGR074W" 0 NA NA NA NA NA NA 72.89 96.11 0.398965647119
"1124" "YKL057C" "YKL057C" 195 23.9 18.3 5.7 8.8 35.8 51.9 73.22 40.14 -0.867197156942
"1125" "YGL098W" "YGL098W" 52 31.9 27.8 8.4 14.1 47.5 59.2 37.88 47.76 0.334366505796
"1126" "YJR056C" "YJR056C" 54 30.5 25.8 8.8 12.7 43.8 59.9 24.43 24.57 0.00824399409491
"1127" "YDR097C" "YDR097C" 99 30.6 28.8 10.5 15.1 41.4 57.2 47.52 35.06 -0.438708840041
"1128" "YPR186C" "YPR186C" 29 27.7 21.2 8.4 14.4 39.9 53.7 21.02 13.83 -0.603961512812
"1129" "YLR404W" "YLR404W" 39 34.6 30.9 13 18.9 46.8 55.6 22.34 14.11 -0.662911197886
"1130" "YJL121C" "YJL121C" 539 28.3 26.1 8.2 15.5 39.2 51.2 264.33 348.84 0.40022530509
"1131" "YKL008C" "YKL008C" 190 35.5 34.3 11.3 19.7 45.4 59.1 127.4 115.56 -0.140723168579
"1132" "YGR186W" "YGR186W" 168 26.5 22.3 6.6 13.4 36.7 52.7 96.6 77.31 -0.321368151142
"1133" "YIR001C" "YIR001C" 81 46.2 45.2 24.7 34.4 58.4 68.9 28.57 46.68 0.708303524771
"1134" "YPL069C" "YPL069C" 15 34.3 35.6 7.4 12 51.4 67.3 25.22 13.17 -0.937312930072
"1135" "YMR035W" "YMR035W" 38 33.2 29 12.5 22.1 46.9 57.9 34.21 19.97 -0.776583771324
"1136" "YBR103W" "YBR103W" 1 12.7 12.7 NA NA NA NA 30.93 21.43 -0.529374983413
"1137" "YIL132C" "YIL132C" 38 38.7 36.4 17.5 22.9 52 62.7 NA NA NA
"1138" "YIL145C" "YIL145C" 89 29.5 25.1 10.5 18.1 39.6 55 70.95 75.56 0.0908200174405
"1139" "YKL195W" "YKL195W" 187 26.5 22.8 7.5 13.4 35.9 52.1 126.96 106.63 -0.251760640571
"1140" "YGL216W" "YGL216W" 1 26.8 26.8 NA NA NA NA 32.1 14.88 -1.1091987709
"1141" "YFL031W" "YFL031W" 1918 30.3 28.7 14.8 21 37.8 48.8 1246.13 17.46 -6.15725721327
"1142" "YDR478W" "YDR478W" 23 27.3 25.9 10.5 17.4 40 48.2 NA NA NA
"1143" "YJR138W" "YJR138W" 104 27.5 22.9 7 11.3 41.2 57.3 25.67 8.53 -1.58946564926
"1144" "YKL015W" "YKL015W" 83 31.8 31.5 6.1 15.4 46.6 55.8 40.81 7.1 -2.52303178087
"1145" "YMR126C" "YMR126C" 1 16.8 16.8 NA NA NA NA 21.63 5.26 -2.03989896067
"1146" "YKL197C" "YKL197C" 1 0.8 0.8 NA NA NA NA 28.67 12.44 -1.20455541911
"1147" "YMR020W" "YMR020W" 70 38.3 39.6 10.7 16.4 54.6 64.6 23.98 10.06 -1.25320135361
"1148" "YJR089W" "YJR089W" 2 47.6 47.6 NA NA NA NA 23.43 8.22 -1.51114665518
"1149" "YJL145W" "YJL145W" 0 NA NA NA NA NA NA 115.24 145.13 0.33270420588
"1150" "YDR377W" "YDR377W" 1 -6.8 -6.8 NA NA NA NA 162.23 249.53 0.621172644278
