"Transcript.ID" "Gene.name" "Poly.A..tags" "Mean.TL" "Median.TL" "X10th..ile..TL" "X25th..ile..TL" "X75th..ile..TL" "X90th..ile..TL" "mRNA.RPKM" "RPF.RPKM" "log2.TE."
"4064" "YJL217W" "YJL217W" 705 26.4 24.1 8.8 14.7 36.5 47.4 351.59 480.35 0.45019195001
"4065" "YLR136C" "YLR136C" 0 NA NA NA NA NA NA 62.32 74.26 0.252890081793
"4066" "YLR129W" "YLR129W" 131 22.3 15.7 3.9 7.9 31.8 58.4 86.01 62.03 -0.47153828039
"4067" "YGR230W" "YGR230W" 32 28.4 25.6 12.1 17.2 30.9 51.8 NA NA NA
"4068" "YPR120C" "YPR120C" 8 29.9 21.2 NA NA NA NA 27.94 19.4 -0.526275368335
"4069" "YPR062W" "YPR062W" 0 NA NA NA NA NA NA 198.02 456.04 1.20351422132
"4070" "YBL041W" "YBL041W" 476 33.5 32.9 10.2 19.8 45.9 58.7 266.03 385.15 0.533831478796
"4071" "YLL022C" "YLL022C" 84 32 29.9 11.3 15.3 44.9 60.1 41.89 46.43 0.1484513967
"4072" "YDR528W" "YDR528W" 0 NA NA NA NA NA NA 35.43 13.75 -1.36553984682
"4073" "YDL058W" "YDL058W" 0 NA NA NA NA NA NA 79.14 42.93 -0.882420892525
"4074" "YER173W" "YER173W" 23 37 31.5 13.5 19.4 42.2 79.1 17.16 4.07 -2.07594885323
"4075" "YGR232W" "YGR232W" 279 24.3 22.2 6.5 12.2 32.7 45.5 98.65 101.74 0.0444960432517
"4076" "YBR026C" "YBR026C" 183 26.6 24.6 8.4 13.4 36 48 72.77 96.65 0.40942592173
"4077" "YPR174C" "YPR174C" 0 NA NA NA NA NA NA 28.86 31.19 0.112012252883
"4078" "YNL214W" "YNL214W" 1 -0.4 -0.4 NA NA NA NA 22.21 20.65 -0.10506761124
"4079" "YDL185W" "YDL185W" 28 19.1 11.9 3.2 6.7 21.9 37.7 969.36 1052.15 0.118235940447
"4080" "YER060W" "YER060W" 37 30.6 26.7 12.3 21.2 39.7 47.2 27.2 10.76 -1.33792857358
"4081" "YBR091C" "YBR091C" 104 31.2 30.5 7.5 14.8 42 60.1 57.2 68.76 0.265554397812
"4082" "YPR180W" "YPR180W" 57 23.1 19.1 5.3 8.5 33.2 48.8 40.55 51.59 0.347389532048
"4083" "YOR161C" "YOR161C" 97 32 34.1 6.1 16.8 45.2 52.5 36.48 16.5 -1.14463970503
"4084" "YEL013W" "YEL013W" 0 NA NA NA NA NA NA 152.78 104.96 -0.541616071516
"4085" "YDL007W" "YDL007W" 265 23.5 19.8 7.3 11.9 31.5 45.6 171.27 254.5 0.571393188134
"4086" "YPR083W" "YPR083W" 6 40.8 30.6 NA NA NA NA 13.09 6.2 -1.07812497667
"4087" "YNL094W" "YNL094W" 34 42.7 43.1 14.3 31.7 53.9 62.6 41.89 8.09 -2.37239427644
"4088" "YGL056C" "YGL056C" 124 41.4 40.2 20.5 31.4 49.2 66.3 46.1 54.23 0.234324419699
"4089" "YKL220C" "YKL220C" 0 NA NA NA NA NA NA 5.86 0.8 -2.87282875953
"4090" "YOR280C" "YOR280C" 103 33.6 30.8 14.1 20.8 42.1 57.5 41.75 52.51 0.330815998079
"4091" "YDR480W" "YDR480W" 0 NA NA NA NA NA NA 24.14 22.04 -0.131301452184
"4092" "YNR041C" "YNR041C" 138 31.2 28 6.4 14.4 44.9 56.9 36.18 31.93 -0.180279855051
"4093" "YCR043C" "YCR043C" 291 24.9 21.7 7 12.5 34.7 47.6 147.51 158.79 0.106307298814
"4094" "YLR141W" "YLR141W" 55 32.2 29.5 9.3 16.1 40.5 64.8 17.19 7.22 -1.25149880259
"4095" "YPL227C" "YPL227C" 80 27.6 24.8 8.4 15.2 38.5 50.6 92.95 61.8 -0.588848027015
"4096" "YDL010W" "YDL010W" 83 28.5 28.1 4.6 12.9 41.5 53.1 37.19 53.26 0.518137680599
"4097" "YLR325C" "YLR325C" 10480 21.9 19.5 6.5 11.7 29.7 40.8 3601.39 6030.4 0.743699860487
"4098" "YLL009C" "YLL009C" 122 22.4 15.4 5.3 9.2 35.3 49.4 150.14 333.67 1.1521135927
"4099" "YBR059C" "YBR059C" 222 25.8 19.9 7.9 12.2 34.6 55 69.04 43.12 -0.679075286426
"4100" "YHL023C" "YHL023C" 4 16.6 10.8 NA NA NA NA 30.42 9.68 -1.65194120045
"4101" "YBR131W" "YBR131W" 0 NA NA NA NA NA NA 14.99 8.01 -0.904126235539
"4102" "YDR493W" "YDR493W" 55 28.7 22.7 6.7 12.5 40.7 55.7 37.94 70.67 0.897378230253
"4103" "YHR153C" "YHR153C" 13 34.9 36.2 20.1 25.1 48.1 50.1 NA NA NA
"4104" "YDL045C" "YDL045C" 2 10.7 10.7 NA NA NA NA 28.67 27.45 -0.062735755348
"4105" "YGR241C" "YGR241C" 170 33.8 28.8 9.1 14.6 49 62.2 46.93 32.88 -0.513300161347
"4106" "YGL036W" "YGL036W" 97 25.6 23.4 9.7 14.2 37.6 44.4 34.64 12.69 -1.44874686089
"4107" "YPL247C" "YPL247C" 73 32.7 29 9.5 14.7 47.5 59.5 21.13 12.26 -0.785333788244
"4108" "YBR071W" "YBR071W" 152 39 41.1 10.1 20.1 52.7 64.2 42.38 77.88 0.877869296348
"4109" "YDR328C" "YDR328C" 0 NA NA NA NA NA NA 182.66 312.43 0.774372251486
"4110" "YDL198C" "YDL198C" 0 NA NA NA NA NA NA 53.14 64.67 0.283298382557
"4111" "YDR103W" "YDR103W" 39 28.1 17.8 7 11.1 41.1 60.9 31.72 17.29 -0.875454902062
"4112" "YLR072W" "YLR072W" 91 30 28.1 10.3 18.4 43.4 51.3 31.66 18.47 -0.777477389155
"4113" "YER180C" "YER180C" 1 35.6 35.6 NA NA NA NA 20.16 0.16 -6.9772799235
"4114" "YKL167C" "YKL167C" 104 41.1 38.8 14.7 20.3 59 71.5 58.17 80.24 0.464046301784
"4115" "YHR175W" "YHR175W" 0 NA NA NA NA NA NA 83.26 80.15 -0.0549210380983
"4116" "YOR181W" "YOR181W" 0 NA NA NA NA NA NA 28.95 34.66 0.259708306284
"4117" "YIR023W" "YIR023W" 85 27.1 22.3 8.5 12.4 39.5 56.4 32.52 12.82 -1.34293099546
"4118" "YBL095W" "YBL095W" 57 38.9 39.1 9.4 16.6 58.6 68.3 38.96 8.54 -2.18968570246
"4119" "YDL092W" "YDL092W" 385 27.3 24.4 9.8 15.6 36.6 51.1 135.03 200.28 0.568738389977
"4120" "YKR043C" "YKR043C" 469 22.1 19.9 6.3 11.5 30.1 41.8 198.62 410.83 1.04853063322
"4121" "YER053C-A" "YER053C-A" 12 38 33.7 14.1 18.9 55.6 62 NA NA NA
"4122" "YLR166C" "YLR166C" 73 36.3 31.3 14.2 22.4 49.5 62 47.92 25.97 -0.88378189411
"4123" "YMR067C" "YMR067C" 39 23.8 18.2 10 11.7 29.3 43.3 35.48 38.87 0.131651098038
"4124" "YJL011C" "YJL011C" 0 NA NA NA NA NA NA 56.97 77.11 0.436715561777
"4125" "YDL143W" "YDL143W" 439 23.2 20.4 7.4 12.3 32 42.4 264.65 235.51 -0.168297334499
"4126" "YKL138C" "YKL138C" 125 23 17.6 5.3 9.5 34.1 45.8 82.38 96.33 0.225691039579
"4127" "YBL079W" "YBL079W" 231 25.8 19 6.9 11 37 55.2 93.66 33.41 -1.48715305536
"4128" "YNL056W" "YNL056W" 199 38.7 33.8 13.4 23 52.2 65.6 71.11 37.4 -0.927014186159
"4129" "YDR347W" "YDR347W" 212 33.5 28.4 9.8 17.4 47.4 65 94.53 54.66 -0.790286795215
"4130" "YFL001W" "YFL001W" 81 31.6 26.2 9.4 13.8 44.7 59.3 37.67 25.64 -0.555019771329
"4131" "YKL025C" "YKL025C" 75 33.6 26.8 11.9 17.4 50.7 63 39.15 28.19 -0.473828829608
"4132" "YMR075W" "YMR075W" 45 25.1 20 4.6 9.1 35.6 52.4 24.44 15.74 -0.634808744311
"4133" "YCL021W-A" "YCL021W-A" 0 NA NA NA NA NA NA 54.62 1.13 -5.59503463635
"4134" "YGL206C" "YGL206C" 430 22.4 18.1 5.5 10.2 32.6 44.5 369.54 341.09 -0.115578075039
"4135" "YER086W" "YER086W" 3 1.6 -2.5 NA NA NA NA 179.48 148.53 -0.273068733993
"4136" "YKL078W" "YKL078W" 77 31.2 25 10 14.2 43.5 62.3 27.86 18.81 -0.566695409078
"4137" "YNL132W" "YNL132W" 0 NA NA NA NA NA NA 131.07 102.7 -0.35190132996
"4138" "YKL125W" "YKL125W" 67 22.4 16.5 6.8 9.4 30.8 51 39.3 29.01 -0.437979016948
"4139" "YLR264W" "YLR264W" 5300 31.2 29.4 14 20.9 39.8 50.7 1580.21 3274.89 1.05133015264
"4140" "YKL170W" "YKL170W" 217 34.2 29.1 11.1 18.1 47.1 65 54.73 86.33 0.657530131946
"4141" "YKR023W" "YKR023W" 0 NA NA NA NA NA NA 17.33 21.71 0.325088071455
"4142" "YOR115C" "YOR115C" 167 35.4 35.2 9.1 22.4 48.8 58.3 49.48 38.99 -0.343741345579
"4143" "YKL038W" "YKL038W" 100 32.4 28.1 7.6 13.6 46 61.3 32.53 8.61 -1.91768567964
"4144" "YIL129C" "YIL129C" 130 20.5 14.5 5 8.5 22.9 34.7 61.47 16.38 -1.90794712809
"4145" "YLR208W" "YLR208W" 537 27.8 24.9 8.1 14.3 37.7 53.4 212.43 340.01 0.678589655707
"4146" "YDR267C" "YDR267C" 63 31.2 27.5 10.9 17.4 40.3 59.9 25.62 40.61 0.664564551583
"4147" "YLR286C" "YLR286C" 16 19.7 21.9 -5.2 3.4 31.2 40.8 852.02 1002.72 0.234959602104
"4148" "YNL016W" "YNL016W" 10 0.7 1.6 -2.9 -1.2 3.4 3.9 399 602.63 0.594883748214
"4149" "YJL208C" "YJL208C" 115 26.8 21.8 5.8 10.5 38 53.1 42.74 36.51 -0.227295239225
"4150" "YGR252W" "YGR252W" 123 37.3 32.3 14.5 20.6 52.3 65.7 36.66 24.07 -0.606970644065
"4151" "YDR307W" "YDR307W" 84 34.6 33.2 10.5 18.2 46.1 59.6 37.17 28.7 -0.373087951299
"4152" "YPR019W" "YPR019W" 45 20.5 17.6 4.8 10 29.5 37.2 60.76 38.3 -0.66577747769
"4153" "YML099C" "YML099C" 0 NA NA NA NA NA NA 24.44 7.19 -1.76518060938
"4154" "YOR162C" "YOR162C" 0 NA NA NA NA NA NA 17.77 4.87 -1.86745000395
"4155" "YLR421C" "YLR421C" 0 NA NA NA NA NA NA 169.57 281.43 0.730895172188
"4156" "YMR145C" "YMR145C" 229 33.1 32.2 13 19.4 45.4 56.1 146.86 125.7 -0.224456855327
"4157" "YDR161W" "YDR161W" 185 29.6 26.1 10.5 15.9 40.6 52.4 92.72 93.83 0.0171686989491
"4158" "YLR090W" "YLR090W" 29 46.3 39.6 26.4 29.9 62.4 77.9 48.47 29.23 -0.72964225336
"4159" "YBR102C" "YBR102C" 41 31.3 24.9 8.7 12.3 55.4 62.5 35.53 28.41 -0.322638857142
"4160" "YCR035C" "YCR035C" 123 27.2 23 7.1 13 35.3 55.2 57.16 61.37 0.102527667042
"4161" "YJR064W" "YJR064W" 681 21.3 18.5 7.1 11.7 28.1 39.3 343.49 318.37 -0.109563701421
"4162" "YOR285W" "YOR285W" 1137 26.5 24.1 8.6 14.7 35.6 48.2 312.16 474.21 0.603240403207
"4163" "YHR077C" "YHR077C" 82 32.2 29.8 14.1 20.5 42.2 57.4 44.43 18.75 -1.24464354574
"4164" "YJL002C" "YJL002C" 620 25.9 24.2 8.7 15.7 34.1 45.8 244.42 192.87 -0.341733583908
"4165" "YML022W" "YML022W" 447 31 28.4 11.1 18.1 41.9 56 345.38 493.18 0.513929752298
"4166" "YCR065W" "YCR065W" 0 NA NA NA NA NA NA 52.64 32.42 -0.699275398218
"4167" "YNL159C" "YNL159C" 8 35.2 32.8 NA NA NA NA 35.26 31.52 -0.161764939864
"4168" "YER046W" "YER046W" 36 32.2 29 9.1 18.9 48.1 57.6 NA NA NA
"4169" "YJR031C" "YJR031C" 0 NA NA NA NA NA NA 46.89 18.26 -1.36059351374
"4170" "YPR159W" "YPR159W" 0 NA NA NA NA NA NA 135.85 111.97 -0.278902321213
"4171" "YIR030C" "YIR030C" 29 32.7 29 15.4 20.8 40.5 54.9 17.44 14.84 -0.232908948156
"4172" "YDR074W" "YDR074W" 0 NA NA NA NA NA NA 106.33 99.43 -0.0967955847657
"4173" "YPR143W" "YPR143W" 112 25.4 22.1 6.6 11.4 35.3 54.2 74.14 104.71 0.498075208642
"4174" "YKR050W" "YKR050W" 31 31.4 29.2 11.3 16.9 44.1 58.7 26.83 0.69 -5.28110688248
"4175" "YHR059W" "YHR059W" 79 35.9 31.2 11.4 15.4 53.1 68.3 53.81 94.65 0.814728199136
"4176" "YPR075C" "YPR075C" 119 53.1 52.2 28.3 39.4 64.4 78.5 76.34 44.56 -0.776689953876
"4177" "YHR007C" "YHR007C" 121 10.2 10.5 3.4 6 14.2 16.7 570.16 474.9 -0.263743073283
"4178" "YBR013C" "YBR013C" 0 NA NA NA NA NA NA 40.32 22.98 -0.811116840854
"4179" "YMR087W" "YMR087W" 37 32 25.7 10.2 17.4 43.8 57.3 19.05 15.72 -0.277189780122
"4180" "YMR232W" "YMR232W" 1 35.3 35.3 NA NA NA NA 6.7 0.63 -3.41073736185
"4181" "YIL146C" "YIL146C" 0 NA NA NA NA NA NA 14.37 3.98 -1.85221972591
"4182" "YFL049W" "YFL049W" 62 33 28 11.9 19.7 42.1 57 25.25 20.21 -0.321214066147
"4183" "YLR146C" "YLR146C" 0 NA NA NA NA NA NA 45.35 36.78 -0.302181071004
"4184" "YKR018C" "YKR018C" 173 27.3 23.2 8.6 13.4 37.5 49.8 144.97 104.18 -0.476676038527
"4185" "YNL309W" "YNL309W" 51 31.2 27.2 11.9 17.6 41.2 58.8 20.48 21.58 0.075479149488
"4186" "YER099C" "YER099C" 100 27.3 24.3 8.5 14.5 36.3 50.2 61.2 84.22 0.460631222589
"4187" "YDL150W" "YDL150W" 154 31.7 27.2 10.9 18.4 43.6 57.3 58.12 55.21 -0.0741051018409
"4188" "YJR048W" "YJR048W" 261 30.6 30.2 7.4 16.4 42.4 56.2 107.61 258.54 1.26457535315
"4189" "YPR111W" "YPR111W" 37 26.2 19.5 7.4 12.1 38.4 56.4 21.78 13.82 -0.656246338329
"4190" "YLR174W" "YLR174W" 20 40 37.5 9.5 19.3 60.9 68.7 8.79 0.14 -5.97236443309
"4191" "YNL038W" "YNL038W" 51 35 27.9 14.9 19.1 48 66.3 49.2 17.65 -1.47899013207
"4192" "YKL003C" "YKL003C" 60 22.7 18.8 6.6 9.6 30.6 48.3 80.02 94.19 0.235213270685
"4193" "YAL053W" "YAL053W" 155 29.3 24.3 10.8 16.1 39.5 52.5 59.14 45.94 -0.364383386742
"4194" "YNL149C" "YNL149C" 617 25 22.1 7.3 13.4 33.9 46.7 280.63 329.14 0.230032121502
"4195" "YGL095C" "YGL095C" 108 27.7 23.9 11.4 14.9 39.6 49.1 40.3 27.01 -0.577286198906
"4196" "YBR257W" "YBR257W" 35 32.5 27 4.7 13.4 50.3 69.6 26.8 30.45 0.184209227449
"4197" "YHR001W-A" "YHR001W-A" 108 34.1 33.3 9.2 18.8 46.1 64 84.83 235.25 1.47154825592
"4198" "YIL139C" "YIL139C" 50 24.4 21.3 7.7 14.8 33.5 46.2 23.48 7.43 -1.65999829257
"4199" "YLR246W" "YLR246W" 30 34.8 28 15.6 22.6 44.9 61.2 13.05 3.36 -1.95751666868
"4200" "YJR119C" "YJR119C" 23 36.5 37.2 11.1 16.7 53.6 63.7 8.13 4.31 -0.915567482986
"4201" "YJR120W" "YJR120W" 0 NA NA NA NA NA NA 106.41 13.9 -2.93647694805
"4202" "YHR018C" "YHR018C" 200 32.1 30 11 18.1 41.7 56.3 73.22 93.69 0.355657296437
"4203" "YLR199C" "YLR199C" 105 31 28 10.6 16.8 40.9 58 52.66 59.75 0.182231191709
"4204" "YJL206C" "YJL206C" 33 41.7 44.5 9.6 17.7 56.8 68.7 11.76 3.86 -1.60721530757
"4205" "YML127W" "YML127W" 136 22.2 17.9 5.5 8 31.8 47.9 62.34 49.9 -0.321118339401
"4206" "YGL180W" "YGL180W" 0 NA NA NA NA NA NA 20.02 8.39 -1.2546992584
"4207" "YIL142W" "YIL142W" 716 27.2 23.4 7.6 13.3 39.5 52.9 261.1 276.86 0.0845541743489
"4208" "YFR025C" "YFR025C" 199 30 27.7 12.6 18.3 38.3 51.7 67.44 45.27 -0.575049229694
"4209" "YIR006C" "YIR006C" 341 29.2 27.1 8.3 16.5 41.2 52.2 139.25 95.01 -0.551526054365
"4210" "YOR017W" "YOR017W" 44 21 13.8 4.9 7.4 35.4 48.9 25.55 9.08 -1.49255908853
"4211" "YJL140W" "YJL140W" 284 34.8 32.2 14.3 20.8 45 56.6 147.62 173.03 0.229133999216
"4212" "YDR311W" "YDR311W" 56 23.1 15 5.6 10.2 30.9 45.4 35.97 26.72 -0.428874151661
"4213" "YPL169C" "YPL169C" 194 33.5 31.2 10.3 17.1 45.2 62.1 62.9 62.26 -0.0147544402975
"4214" "YKL192C" "YKL192C" 1198 30.1 26.5 9.1 16 42.5 55.9 252 587.53 1.22123878561
"4215" "YGL082W" "YGL082W" 86 37.1 39.7 11.1 19.1 49.1 58.9 55.97 55.82 -0.00387162332959
"4216" "YDR310C" "YDR310C" 1 -1.7 -1.7 NA NA NA NA 55.86 21.88 -1.35220283549
"4217" "YPL148C" "YPL148C" 18 47.8 51.6 24.4 38.8 55 67.7 NA NA NA
"4218" "YKL072W" "YKL072W" 0 NA NA NA NA NA NA 23.7 11.58 -1.0332518058
"4219" "YPL139C" "YPL139C" 73 32.7 29.3 9.7 17 47.6 63.4 24.03 37.24 0.632016424429
"4220" "YBR217W" "YBR217W" 27 36.5 34.5 14.1 26.1 48.9 57.7 21.25 10.45 -1.02395989894
"4221" "YGR178C" "YGR178C" 0 NA NA NA NA NA NA 156.54 113.03 -0.4698256118
"4222" "YKL033W" "YKL033W" 7 34.1 38.3 NA NA NA NA 24.21 8.78 -1.46331023446
"4223" "YHR161C" "YHR161C" 94 34.7 31.5 12.6 19.6 47.1 61.5 32.11 21.17 -0.601001395718
"4224" "YNL001W" "YNL001W" 162 30.6 26.4 7.5 13.8 46.4 59.1 55.95 60.13 0.103946827332
"4225" "YDL236W" "YDL236W" 142 27.7 27.6 7.5 12.6 38.9 51.4 111.14 170.17 0.614598575136
"4226" "YJL080C" "YJL080C" 808 23.1 20.4 6.3 10.6 31.8 45.6 370.34 433.91 0.228545453487
"4227" "YIL046W" "YIL046W" 77 24.1 14.5 5.3 8 41.5 54.3 38.19 15.79 -1.27418374876
"4228" "YCR067C" "YCR067C" 156 25.1 21.3 6 11.6 35.6 53.9 59.15 43.56 -0.44137421451
"4229" "YMR147W" "YMR147W" 0 NA NA NA NA NA NA 18.55 20.61 0.151925318031
"4230" "YGL142C" "YGL142C" 113 32.3 32.4 10.6 18.2 45.7 56.1 36.7 14.88 -1.30240553662
"4231" "YFR009W" "YFR009W" 1 -0.5 -0.5 NA NA NA NA 198.76 179.81 -0.144554189501
"4232" "YKR096W" "YKR096W" 0 NA NA NA NA NA NA 34.33 12.21 -1.49140665697
"4233" "YGR179C" "YGR179C" 0 NA NA NA NA NA NA 22.02 16.46 -0.419850133143
"4234" "YJR086W" "YJR086W" 236 26.4 20.7 10.8 14.8 33.6 51.5 106.47 109.91 0.0458756735166
"4235" "YDR081C" "YDR081C" 36 35.4 30.4 9 13.8 49.7 66.4 29.2 18.01 -0.697170187861
"4236" "YJL137C" "YJL137C" 0 NA NA NA NA NA NA 20.49 13.9 -0.5598351014
"4237" "YCL009C" "YCL009C" 0 NA NA NA NA NA NA 452.05 431.37 -0.0675565074618
"4238" "YML014W" "YML014W" 174 31 27.3 10.7 17.3 43.1 53.6 51.2 61.26 0.258801556712
"4239" "YKL065C" "YKL065C" 337 26.1 22.6 9 14.8 33.2 49.4 156.64 163.39 0.0608670184974
"4240" "YMR286W" "YMR286W" 130 27.2 22.9 5 12.5 38.4 57.9 71.4 110.68 0.632398569693
"4241" "YBR139W" "YBR139W" 3 14.7 15.4 NA NA NA NA 81.42 84.38 0.0515178660793
"4242" "YPL250C" "YPL250C" 105 45.3 39.6 24.4 29.8 59 72.5 44.36 68.35 0.623681972332
"4243" "YBR115C" "YBR115C" 0 NA NA NA NA NA NA 108.28 90.31 -0.2618091418
"4244" "YBR140C" "YBR140C" 0 NA NA NA NA NA NA 57.93 12.26 -2.24035168598
"4245" "YDR448W" "YDR448W" 95 33 33.9 -4.9 9.2 52 68 40.12 31.11 -0.366943211078
"4246" "YGL202W" "YGL202W" 1112 28 27 10 16.3 37.7 46.7 343.28 439.76 0.357330578289
"4247" "YMR061W" "YMR061W" 33 25.1 18.7 9 12.3 34 53.5 54.8 32.68 -0.745767909702
"4248" "YJR046W" "YJR046W" 3 12.5 7.2 NA NA NA NA 66.59 24.2 -1.46029849266
"4249" "YHR188C" "YHR188C" 188 23.5 20.8 7.3 12.8 30.9 45 102.23 58.57 -0.803584826266
"4250" "YEL048C" "YEL048C" 25 36 42.9 9 20.8 51.4 61 49.78 32.15 -0.630747492766
"4251" "YGR054W" "YGR054W" 98 26.6 22.4 6.3 11.1 40.7 53.6 155.66 176.78 0.183556802465
"4252" "YOR305W" "YOR305W" 2 11.2 11.2 NA NA NA NA 42.58 7.98 -2.41571529823
"4253" "YLR315W" "YLR315W" 7 40.1 28.5 NA NA NA NA NA NA NA
"4254" "YFL023W" "YFL023W" 88 28.9 24.4 7 14.4 40.5 55.3 32.87 34.74 0.0798262976301
"4255" "YER134C" "YER134C" 43 27.8 23.8 12.2 16.2 42.5 53.5 58.53 62.26 0.089129298139
"4256" "YLR360W" "YLR360W" 86 35.4 30.7 12.5 17.4 50.8 65.9 27.36 10.03 -1.44774662427
"4257" "YPL189C-A" "YPL189C-A" 59 23.3 16.4 7.1 10.3 29 55.1 NA NA NA
"4258" "YER087C-B" "YER087C-B" 687 26.1 23.3 9.1 14.9 34.6 47 336.24 451.82 0.426256772037
"4259" "YKL081W" "YKL081W" 4521 22.1 19.2 6.2 11.6 29.6 43.1 1931.98 2281.88 0.240142765497
"4260" "YDR092W" "YDR092W" 31 22.9 15.8 7.1 10.5 33.2 44.4 125.18 250.61 1.00143990175
"4261" "YNL139C" "YNL139C" 0 NA NA NA NA NA NA 57.19 26.69 -1.09946360006
"4262" "YGR093W" "YGR093W" 67 44.5 39.1 19.3 26.2 64.5 75.6 33.52 23.91 -0.487408018988
"4263" "YDR361C" "YDR361C" 329 31.3 28.9 10.7 17.6 42.6 55 106.78 142.1 0.412265100466
"4264" "YPL164C" "YPL164C" 10 34.8 26 12.9 14.8 56.4 66.6 14.3 3.58 -1.9979836544
"4265" "YBR171W" "YBR171W" 77 31.4 28.4 10.8 18.2 43.2 54.9 126.45 149.02 0.236938931032
"4266" "YNL130C-A" "YNL130C-A" 2 32.1 32.1 NA NA NA NA NA NA NA
"4267" "YNL005C" "YNL005C" 121 31.3 27.3 8.7 15.9 44.7 58.7 78.81 58.96 -0.41864217676
"4268" "YPR020W" "YPR020W" 225 22.4 20.2 6.2 11.3 29.3 41.5 69.23 167.6 1.27555289577
"4269" "YGL090W" "YGL090W" 27 42.7 43 3.4 30.6 60.6 70.1 17.64 3.42 -2.36678233067
"4270" "YJL157C" "YJL157C" 114 29.9 24.7 9.3 16.7 40.7 60.2 73.28 46.84 -0.645678427596
"4271" "YLR226W" "YLR226W" 54 36.6 37.1 14.5 20.3 55.1 61.4 24.81 19.49 -0.348187644635
"4272" "YKL181W" "YKL181W" 0 NA NA NA NA NA NA 267.71 219.59 -0.285858673852
"4273" "YNR006W" "YNR006W" 54 23.7 17 6.7 10.2 29.7 50.5 30.96 33.35 0.107281289928
"4274" "YOL032W" "YOL032W" 41 23.9 21.1 5.3 9.9 35.3 45.5 23.77 41.14 0.791399890582
"4275" "YML063W" "YML063W" 9714 18.5 15.9 5.6 9.6 24.9 34.7 3595.54 3724.11 0.0506872271562
"4276" "YPR096C" "YPR096C" 1 -10.6 -10.6 NA NA NA NA NA NA NA
"4277" "YHR027C" "YHR027C" 541 25.9 23.6 6.4 11.4 38.1 49.7 261.08 236.85 -0.140518272495
"4278" "YPR139C" "YPR139C" 121 26.7 22.3 8.4 13.2 35.1 50.4 54.73 41.71 -0.391938544318
"4279" "YGL255W" "YGL255W" 53 34.4 33.3 10.3 18.6 43.6 59.9 13.94 8.68 -0.683463613424
"4280" "YFR007W" "YFR007W" 71 34.1 28.9 10.2 18.9 46.2 60.3 19.71 16.23 -0.280264776496
"4281" "YJL180C" "YJL180C" 44 28.2 27.2 6.7 11.8 44.6 53.6 29.25 21.48 -0.445442631373
"4282" "YKR090W" "YKR090W" 1 -6.2 -6.2 NA NA NA NA 33.62 24.67 -0.446562008936
"4283" "YLR333C" "YLR333C" 5422 22.6 19.5 7 12 30.5 42.3 2015.76 3518.61 0.803681736547
"4284" "YNL147W" "YNL147W" 125 23.6 20.3 7.6 13.2 31 43.6 156.22 286.85 0.876717352258
"4285" "YHR103W" "YHR103W" 187 27.2 22.4 5.8 11.5 40.2 55.9 75.57 31.02 -1.28461493642
"4286" "YMR318C" "YMR318C" 1020 31.7 29.3 11.3 18.9 42.1 56 287.48 408.84 0.508074762096
"4287" "YOR273C" "YOR273C" 28 36.2 36.3 15.6 25 44.3 57.9 34.53 24.33 -0.505114013915
"4288" "YLR394W" "YLR394W" 0 NA NA NA NA NA NA 13.58 0.25 -5.76341157447
"4289" "YBR200W" "YBR200W" 106 32.4 28.5 9.1 16.6 47 62.8 43.35 31.92 -0.441571341887
"4290" "YGR181W" "YGR181W" 235 25.9 23.6 10.5 14.4 32.6 48 143.83 221.66 0.623983826036
"4291" "YAR028W" "YAR028W" 30 32.4 29.2 9.4 15.9 43.9 55.8 34.19 33.36 -0.0354551339887
"4292" "YDR079C-A" "YDR079C-A" 136 28.2 25.1 9.4 17.4 37.1 48.6 NA NA NA
"4293" "YML107C" "YML107C" 40 34.5 33 9.8 13.5 50.3 68 17.76 14.29 -0.313625665254
"4294" "YNL092W" "YNL092W" 4 39.9 33.8 NA NA NA NA NA NA NA
"4295" "YGL077C" "YGL077C" 332 36.5 35.3 14 21.8 48 62.2 122.58 90.02 -0.445406140069
"4296" "YPL204W" "YPL204W" 97 33.3 30.6 10.3 18.3 47.4 57.9 89.47 76.27 -0.230288316623
"4297" "YOR131C" "YOR131C" 90 26.6 22.4 8.9 13.8 37.3 51.5 45.61 59.46 0.38256929305
"4298" "YKR098C" "YKR098C" 19 32.2 34.7 10.2 17.8 40 52.5 12.77 3.15 -2.01933479132
"4299" "YOL069W" "YOL069W" 42 44.5 46.1 13.8 27.6 59.1 70.1 35.75 17.44 -1.03554320178
"4300" "YLL042C" "YLL042C" 10 37.4 36.1 7.6 20 52.2 70.3 NA NA NA
"4301" "YDR412W" "YDR412W" 131 34.7 29.4 13.4 19.4 47.2 62.8 55.9 117.66 1.07370375318
"4302" "YDR129C" "YDR129C" 569 24 21.5 6.9 11.4 32.4 46.5 260.76 365.23 0.486082692838
"4303" "YOR352W" "YOR352W" 30 30.9 29.7 8.7 21 36.8 52.7 20.73 23.78 0.198028598636
"4304" "YNL133C" "YNL133C" 74 31.3 28.2 11.7 15.7 44.4 55.7 NA NA NA
"4305" "YLR359W" "YLR359W" 676 27.7 24.2 9.2 15.6 36.6 48.7 333.73 369.34 0.146268136171
"4306" "YOR091W" "YOR091W" 151 32.2 29.4 10.9 19.6 40.8 59.6 127.62 149.96 0.232723291606
