"Transcript.ID" "Gene.name" "Poly.A..tags" "Mean.TL" "Median.TL" "X10th..ile..TL" "X25th..ile..TL" "X75th..ile..TL" "X90th..ile..TL" "mRNA.RPKM" "RPF.RPKM" "log2.TE."
"2038" "YDL166C" "YDL166C" 704 32.2 30.7 12.7 20.1 42.8 53 NA NA NA
"2039" "YKL142W" "YKL142W" 435 27.7 25.4 11.9 17.1 35.5 47.1 NA NA NA
"2040" "YPL049C" "YPL049C" 340 33.8 33.5 13.8 22.9 43.9 53.8 NA NA NA
"2041" "YBR147W" "YBR147W" 6 38.8 38.9 NA NA NA NA NA NA NA
"2042" "YLR388W" "YLR388W" 1 20.7 20.7 NA NA NA NA NA NA NA
"2043" "YOR110W" "YOR110W" 204 33.9 32.9 12 21.3 46.6 55.2 NA NA NA
"2044" "YER081W" "YER081W" 1 58 58 NA NA NA NA NA NA NA
"2045" "YNL241C" "YNL241C" 1347 34.4 33.8 14.7 23 45.5 54.4 NA NA NA
"2046" "YDR373W" "YDR373W" 1193 25.3 24.4 9.3 15.4 33.5 43.5 NA NA NA
"2047" "YJL165C" "YJL165C" 286 26.9 24.8 7.9 14 39.2 47.7 NA NA NA
"2048" "YDR322W" "YDR322W" 303 37.6 37.8 14.5 24.1 50.8 58.7 NA NA NA
"2049" "YNL008C" "YNL008C" 340 46.8 47.7 23 32.9 59.2 69.1 NA NA NA
"2050" "YOL111C" "YOL111C" 398 33.3 32.5 14.8 21.6 42.9 52.5 NA NA NA
"2051" "YHR127W" "YHR127W" 59 36.5 37.2 17.7 25.7 49.2 53.5 NA NA NA
"2052" "YIL096C" "YIL096C" 3 42.4 37.4 NA NA NA NA NA NA NA
"2053" "YOR350C" "YOR350C" 5 29.4 31 NA NA NA NA NA NA NA
"2054" "YFR011C" "YFR011C" 655 31.7 30.8 11.4 19.4 41.5 52.2 NA NA NA
"2055" "YIL074C" "YIL074C" 739 35.2 33.3 15.5 22.7 46.3 55.9 NA NA NA
"2056" "YIL161W" "YIL161W" 98 31.4 31.5 11.5 18.6 44 52.3 NA NA NA
"2057" "YLL043W" "YLL043W" 550 35.6 35.2 16.1 25.8 45.4 54.1 NA NA NA
"2058" "YOL144W" "YOL144W" 448 37.2 37.4 12.3 21.5 50 59.7 NA NA NA
"2059" "YHL008C" "YHL008C" 171 34.9 37.5 11.8 19.9 48.3 55.4 NA NA NA
"2060" "YIL021W" "YIL021W" 846 30.6 29.7 13.9 19.8 39.7 50.1 NA NA NA
"2061" "YCL016C" "YCL016C" 56 29.5 29.6 8.3 14.4 43.2 53 NA NA NA
"2062" "YHR039C" "YHR039C" 539 33.5 32.2 15.3 21.9 44 53.4 NA NA NA
"2063" "YBR274W" "YBR274W" 170 36.4 35.4 16.4 23.3 47.5 58.7 NA NA NA
"2064" "YGL178W" "YGL178W" 297 33.1 34.9 5.6 15 49.4 57.9 NA NA NA
"2065" "YNL249C" "YNL249C" 76 35.2 35.9 15.6 21 47.2 52.1 NA NA NA
"2066" "YER142C" "YER142C" 78 24.6 21.8 8.7 12.8 30.3 42.7 NA NA NA
"2067" "YML119W" "YML119W" 140 40.3 40.5 17.7 25.6 53.5 63.6 NA NA NA
"2068" "YGR056W" "YGR056W" 1 13.1 13.1 NA NA NA NA NA NA NA
"2069" "YGR036C" "YGR036C" 13 35.5 37.1 21.3 27.3 43 49 NA NA NA
"2070" "YGR121C" "YGR121C" 47 34 37.1 10.6 18.8 49.4 57.6 NA NA NA
"2071" "YGL222C" "YGL222C" 50 45.4 50.4 18.5 37.7 57.5 61.7 NA NA NA
"2072" "YDR180W" "YDR180W" 197 30.2 26.8 7.6 13.8 45.3 56.8 NA NA NA
"2073" "YOR052C" "YOR052C" 335 42.7 43.8 19.5 29.8 55.1 64.9 NA NA NA
"2074" "YLR243W" "YLR243W" 566 35.2 34.9 17.1 24.3 45.6 53.3 NA NA NA
"2075" "YAL001C" "YAL001C" 162 31.1 30.7 9.4 15.7 44.2 51.8 NA NA NA
"2076" "YPL168W" "YPL168W" 4 39.4 40 NA NA NA NA NA NA NA
"2077" "YMR135C" "YMR135C" 95 50.9 47.4 30.1 38.3 63.1 78 NA NA NA
"2078" "YCR009C" "YCR009C" 1223 35.4 34.4 18 24.9 44.7 54.7 NA NA NA
"2079" "YOR045W" "YOR045W" 1534 29.2 26.8 12.7 18 37.5 48.5 NA NA NA
"2080" "YDR476C" "YDR476C" 180 31.7 30 14 20.8 40.6 51.4 NA NA NA
"2081" "YDL046W" "YDL046W" 870 32.9 32.2 13 19.9 44.1 53.7 NA NA NA
"2082" "YJR112W" "YJR112W" 341 39.5 41.4 14.6 26.1 51.6 60.6 NA NA NA
"2083" "YDL231C" "YDL231C" 189 48.5 48.6 29.1 37.8 60.5 67.4 NA NA NA
"2084" "YBR252W" "YBR252W" 1627 35.5 33.9 15.8 22.7 46.2 56.8 NA NA NA
"2085" "YPL012W" "YPL012W" 2012 29.4 29.1 8.8 14.7 41.2 51.4 NA NA NA
"2086" "YIL110W" "YIL110W" 545 28.7 25.8 10.2 16.8 39.4 50 NA NA NA
"2087" "YMR086W" "YMR086W" 247 29.4 28.7 9.1 15.9 40.2 50.1 NA NA NA
"2088" "YPL183W-A" "YPL183W-A" 338 30.7 30 10.9 17.8 42.6 52.2 NA NA NA
"2089" "YIL158W" "YIL158W" 374 37.1 36.5 12.9 24.1 48.7 59.9 NA NA NA
"2090" "YIL147C" "YIL147C" 540 31.1 30 12.6 18.3 42.7 52.4 NA NA NA
"2091" "YJR083C" "YJR083C" 152 35.6 34 14.5 24.2 45.9 56.4 NA NA NA
"2092" "YOL159C" "YOL159C" 73 35.9 33.5 16 22.6 47.8 59.4 NA NA NA
"2093" "YNL135C" "YNL135C" 6440 28.3 26.5 12.2 18.1 36.7 46.9 NA NA NA
"2094" "YAL030W" "YAL030W" 330 25.5 22.7 10.9 15.7 33.8 44.7 NA NA NA
"2095" "YBR263W" "YBR263W" 756 38.2 37.6 18.8 27 48.7 58.3 NA NA NA
"2096" "YOL086C" "YOL086C" 95227 23.7 22 9.2 14.2 31.1 40.8 NA NA NA
"2097" "YBL001C" "YBL001C" 1967 23.3 22.1 10.4 15.3 29.8 38.5 NA NA NA
"2098" "YBR185C" "YBR185C" 89 30.8 32.7 12.3 17.8 41.6 54.7 NA NA NA
"2099" "YDR019C" "YDR019C" 1170 34.6 35.7 11.2 21.3 46.5 55.1 NA NA NA
"2100" "YOR232W" "YOR232W" 2205 28.5 26.6 11.3 17.5 37.9 48.8 NA NA NA
"2101" "YJL085W" "YJL085W" 199 33.2 31.7 13.1 19.3 47.2 54.6 NA NA NA
"2102" "YDR224C" "YDR224C" 12461 32.7 32.2 13 20.6 43.1 52.6 NA NA NA
"2103" "YLR438W" "YLR438W" 429 30 28.2 9.2 16.1 41.3 51.9 NA NA NA
"2104" "YEL055C" "YEL055C" 777 28.8 27.1 10.6 16.1 39.6 51.1 NA NA NA
"2105" "YER119C" "YER119C" 138 29 27.6 11 19.6 38.1 46.4 NA NA NA
"2106" "YGR058W" "YGR058W" 64 41.2 42.3 18.3 30.6 52.9 61.9 NA NA NA
"2107" "YDR381C-A" "YDR381C-A" 1 35 35 NA NA NA NA NA NA NA
"2108" "YMR196W" "YMR196W" 102 31.8 28.1 9.6 17.7 46.7 57.9 NA NA NA
"2109" "YBR053C" "YBR053C" 142 34.5 30.4 14.2 21.2 45.3 58 NA NA NA
"2110" "YPL077C" "YPL077C" 52 36.9 39.8 11.9 21.6 48.4 59.1 NA NA NA
"2111" "YLL058W" "YLL058W" 154 32 32.1 10.3 17.6 46 52.2 NA NA NA
"2112" "YDL192W" "YDL192W" 3644 24.9 23.2 9.7 14.9 33.1 42.5 NA NA NA
"2113" "YKL068W-A" "YKL068W-A" 745 50.5 51.8 27.7 38.6 61.5 71.3 NA NA NA
"2114" "YJL181W" "YJL181W" 151 29 27.8 8 12.5 43.5 55.2 NA NA NA
"2115" "YOR210W" "YOR210W" 2974 36.2 36 18.2 25.9 46 54.7 NA NA NA
"2116" "YJL133C-A" "YJL133C-A" 248 39 38.7 15.5 26.6 49.4 63.4 NA NA NA
"2117" "YHR129C" "YHR129C" 64 45.4 39.2 19 27.9 51.6 62.3 NA NA NA
"2118" "YMR252C" "YMR252C" 148 43.2 42.3 25.7 31.8 53.1 63.2 NA NA NA
"2119" "YIL157C" "YIL157C" 502 34.3 32.5 13.5 20 46.5 57.7 NA NA NA
"2120" "YNL224C" "YNL224C" 63 34.4 32.7 12.7 16.1 48.5 61.7 NA NA NA
"2121" "YGL246C" "YGL246C" 499 40.9 43 16 28.8 52.4 60.6 NA NA NA
"2122" "YCR054C" "YCR054C" 164 35.1 35.8 10.7 20.9 46.8 57.8 NA NA NA
"2123" "YDR045C" "YDR045C" 1457 33.4 32.1 16.1 23.8 42 51.8 NA NA NA
"2124" "YPL232W" "YPL232W" 485 36.2 37.4 14.4 24.1 47.7 55.6 NA NA NA
"2125" "YMR136W" "YMR136W" 300 46.9 46.9 25.8 36.1 56.8 67.5 NA NA NA
"2126" "YEL017W" "YEL017W" 142 35.5 34.8 14.5 21.4 48.7 58.2 NA NA NA
"2127" "YOL133W" "YOL133W" 355 33.2 31.9 16.2 23.1 41.4 52.4 NA NA NA
"2128" "YDL003W" "YDL003W" 884 34.5 36 10 21.4 46.3 55.8 NA NA NA
"2129" "YMR250W" "YMR250W" 72 29.5 27.5 12.4 18.6 41.1 46.1 NA NA NA
"2130" "YNR016C" "YNR016C" 5434 29.1 26.9 11.3 17.3 38.4 48.9 NA NA NA
"2131" "YJR123W" "YJR123W" 1769 28.3 25.6 10.1 16.2 38.7 49.2 NA NA NA
"2132" "YPR114W" "YPR114W" 362 35.7 34.5 15.3 23.5 47.7 56.8 NA NA NA
"2133" "YDL078C" "YDL078C" 1098 28.2 26.2 11.3 17.5 37.7 48.3 NA NA NA
"2134" "YGR003W" "YGR003W" 100 32.1 27.7 12.7 18.3 42.1 55.3 NA NA NA
"2135" "YDR517W" "YDR517W" 281 34.1 32.6 16.7 22.9 44 53.7 NA NA NA
"2136" "YGL043W" "YGL043W" 891 32.8 32.1 15 21.7 42.2 52.1 NA NA NA
"2137" "YPR011C" "YPR011C" 73 31.3 29.5 10.2 13.5 44.8 53.6 NA NA NA
"2138" "YLL061W" "YLL061W" 193 38 36.7 18.3 25.6 50 58.7 NA NA NA
"2139" "YDR110W" "YDR110W" 269 40 37.9 15.4 26 52.6 64 NA NA NA
"2140" "YLR061W" "YLR061W" 23994 24.7 22.5 9.5 14.9 32.5 42.9 NA NA NA
"2141" "YOL088C" "YOL088C" 442 33.5 31.9 15.3 22.5 43.4 54.7 NA NA NA
"2142" "YOR221C" "YOR221C" 94 38.9 35 18.9 27.6 47.4 56.5 NA NA NA
"2143" "YOR185C" "YOR185C" 168 34.4 32.5 19.3 24.2 44.1 54 NA NA NA
"2144" "YGL113W" "YGL113W" 124 38.3 35.3 15.7 24.7 52.1 60 NA NA NA
"2145" "YKR095W" "YKR095W" 870 31.8 31 10.1 17.6 43.6 53.9 NA NA NA
"2146" "YOR258W" "YOR258W" 69 31.2 31.7 10.1 15.6 44.2 53.7 NA NA NA
"2147" "YPL214C" "YPL214C" 197 36.9 38.7 15.7 25.7 47.5 56.3 NA NA NA
"2148" "YGR029W" "YGR029W" 448 27.5 25.9 10.9 16.1 37.6 46 NA NA NA
"2149" "YOR334W" "YOR334W" 143 31.4 26.8 8.5 12.5 48.6 59.3 NA NA NA
"2150" "YOL064C" "YOL064C" 363 33.1 31.5 14.9 21.9 43.3 53.1 NA NA NA
"2151" "YFL034C-A" "YFL034C-A" 1481 38 38.4 13.7 23 51.2 61.5 NA NA NA
"2152" "YNL074C" "YNL074C" 7 33.4 38.6 NA NA NA NA NA NA NA
"2153" "YML067C" "YML067C" 733 30.6 27.5 13.5 18.5 40 50.9 NA NA NA
"2154" "YOR274W" "YOR274W" 262 35.1 34.9 12.5 20.1 49.6 58.5 NA NA NA
"2155" "YNL326C" "YNL326C" 273 34.9 34.2 14 23.6 45.9 54.2 NA NA NA
"2156" "YCL054W" "YCL054W" 1277 31.1 30.8 8 14.2 44.9 55.7 NA NA NA
"2157" "YOR329C" "YOR329C" 150 30.7 29.2 11.5 17.3 40.9 50.4 NA NA NA
"2158" "YDR435C" "YDR435C" 122 28.3 24 10.7 16.2 38 50.8 NA NA NA
"2159" "YER151C" "YER151C" 231 30.3 28.2 8.7 13.6 45.6 57.2 NA NA NA
"2160" "YOL024W" "YOL024W" 3 19.7 19.9 NA NA NA NA NA NA NA
"2161" "YLR005W" "YLR005W" 238 27.6 26.9 8.1 15.1 37.1 48 NA NA NA
"2162" "YPR052C" "YPR052C" 1999 29.6 27.6 9.7 17.6 40.6 51.1 NA NA NA
"2163" "YLL027W" "YLL027W" 2 97.7 97.7 NA NA NA NA NA NA NA
"2164" "YDR365C" "YDR365C" 1899 37.6 37.9 16.7 25.6 48.7 56.8 NA NA NA
"2165" "YML124C" "YML124C" 598 28.4 25.9 9.9 16 38.5 48.8 NA NA NA
"2166" "YJL076W" "YJL076W" 974 27.1 24.6 7.7 13.6 38.3 49.9 NA NA NA
"2167" "YNL208W" "YNL208W" 2040 30.7 28 14 19.3 39 50.2 NA NA NA
"2168" "YDR124W" "YDR124W" 19 42.5 41.2 26.2 31.4 50.1 61.8 NA NA NA
"2169" "YNL069C" "YNL069C" 16665 24.1 22.8 8.5 14.2 31.9 41.1 NA NA NA
"2170" "YNL267W" "YNL267W" 523 34.5 32.3 13.5 19.1 48.7 58.6 NA NA NA
"2171" "YCL001W" "YCL001W" 762 29.4 27.4 13.1 18.6 38.4 49.7 NA NA NA
"2172" "YGL211W" "YGL211W" 360 38.8 37.9 12.9 21.9 53.3 65.6 NA NA NA
"2173" "YKL189W" "YKL189W" 184 35.2 36.1 14.1 23.4 44.5 55.5 NA NA NA
"2174" "YPR048W" "YPR048W" 409 31.1 28.4 11 17.7 43.3 55.5 NA NA NA
"2175" "YAR007C" "YAR007C" 581 29.8 27.8 10 16.1 42.6 51.4 NA NA NA
"2176" "YLR050C" "YLR050C" 260 28.2 26.9 11.7 18.7 36 47.7 NA NA NA
"2177" "YML064C" "YML064C" 347 33.4 31.9 11.4 19.8 46 56.1 NA NA NA
"2178" "YKR091W" "YKR091W" 64 36.7 38.5 15 24.6 48.6 56.8 NA NA NA
"2179" "YER055C" "YER055C" 5538 30.4 29.1 12.1 18.5 40.5 50.8 NA NA NA
"2180" "YOR124C" "YOR124C" 371 25.8 24.3 8.8 13.7 35.7 46.5 NA NA NA
"2181" "YCR016W" "YCR016W" 127 35.7 35.8 16.3 24.5 47.3 53.5 NA NA NA
"2182" "YCL052C" "YCL052C" 95 32.1 29.1 14.1 19.8 44.6 51.9 NA NA NA
"2183" "YDR067C" "YDR067C" 55 37.6 37.7 18.2 24.2 50.5 62.7 NA NA NA
"2184" "YOR296W" "YOR296W" 146 31.7 30 11.1 17.8 45.9 56.9 NA NA NA
"2185" "YHR167W" "YHR167W" 237 33.4 32.9 13.8 19.2 44.5 52.7 NA NA NA
"2186" "YJL044C" "YJL044C" 310 41.1 41 23.4 30.7 50.6 57.9 NA NA NA
"2187" "YDR496C" "YDR496C" 1246 36.6 35.9 13.6 21.1 49.6 60.8 NA NA NA
"2188" "YGL186C" "YGL186C" 480 39.4 39 15.2 24.8 52.8 62.2 NA NA NA
"2189" "YGL131C" "YGL131C" 41 37.8 39.2 11.2 21.7 51.9 60.7 NA NA NA
"2190" "YIR029W" "YIR029W" 1 51.9 51.9 NA NA NA NA NA NA NA
"2191" "YML112W" "YML112W" 251 40.3 41.2 15.2 26.6 52.9 63.2 NA NA NA
"2192" "YEL060C" "YEL060C" 285 34.4 34.6 13.4 22.3 44.3 58.3 NA NA NA
"2193" "YKR049C" "YKR049C" 148 31.3 30.4 12.2 19 42.5 52.2 NA NA NA
"2194" "YPL028W" "YPL028W" 3349 26.4 23.1 9.3 14 35.8 48 NA NA NA
"2195" "YML081C-A" "YML081C-A" 2194 24.9 23.7 9.3 14.7 32.9 42.6 NA NA NA
"2196" "YPR179C" "YPR179C" 1 56 56 NA NA NA NA NA NA NA
"2197" "YHR195W" "YHR195W" 4 47.1 50.8 NA NA NA NA NA NA NA
"2198" "YGR267C" "YGR267C" 1 10.3 10.3 NA NA NA NA NA NA NA
"2199" "YDL149W" "YDL149W" 63 29.3 26.6 8.7 14.4 43.6 56.2 NA NA NA
"2200" "YDL125C" "YDL125C" 1 41.4 41.4 NA NA NA NA NA NA NA
"2201" "YMR114C" "YMR114C" 209 40.2 39.7 19.2 29.6 48.8 58.6 NA NA NA
"2202" "YPL002C" "YPL002C" 119 38.9 38.6 21.2 30.4 47.9 55.7 NA NA NA
"2203" "YGL022W" "YGL022W" 920 30.7 28.8 12.2 18.4 40.1 50.3 NA NA NA
"2204" "YNL281W" "YNL281W" 2 32 32 NA NA NA NA NA NA NA
"2205" "YKL017C" "YKL017C" 111 35.8 36.5 11.9 24.7 47.3 55.3 NA NA NA
"2206" "YMR049C" "YMR049C" 729 32.9 33.6 10.2 19.3 45.5 55 NA NA NA
"2207" "YDR229W" "YDR229W" 304 42.4 42.9 15.5 25.3 57 67.3 NA NA NA
"2208" "YJR075W" "YJR075W" 877 32.7 30.4 16.2 21.9 42.1 51.7 NA NA NA
"2209" "YPR124W" "YPR124W" 876 25.7 24.1 6.6 11.4 37.9 48.6 NA NA NA
"2210" "YDR460W" "YDR460W" 139 38.3 35.8 17.1 25.4 47.5 59.1 NA NA NA
"2211" "YLL029W" "YLL029W" 528 30.2 28.4 9.5 15.2 43.7 54.3 NA NA NA
"2212" "YDL181W" "YDL181W" 163 45.9 45.1 26.4 35.8 57.5 67.8 NA NA NA
"2213" "YGR285C" "YGR285C" 5279 28.8 27.1 11.8 17.6 37.6 48.3 NA NA NA
"2214" "YDR374W-A" "YDR374W-A" 285 35.5 34.6 18.9 24 44.4 54.4 NA NA NA
"2215" "YBR022W" "YBR022W" 222 29.7 25.4 10.9 16.4 42.4 53.3 NA NA NA
"2216" "YMR214W" "YMR214W" 583 31.4 30.4 11.9 19.7 41.5 53.7 NA NA NA
"2217" "YBR079C" "YBR079C" 1291 29 26.7 9 16 38.7 50.6 NA NA NA
"2218" "YER177W" "YER177W" 3995 23.4 20.9 10.2 14.6 30.1 40.6 NA NA NA
"2219" "YDR500C" "YDR500C" 6 38 39.9 NA NA NA NA NA NA NA
"2220" "YCL063W" "YCL063W" 222 43.2 45 19.6 31.4 56.4 63.3 NA NA NA
"2221" "YER048C" "YER048C" 580 28 25.3 12.4 17.2 36.5 48.2 NA NA NA
"2222" "YDL076C" "YDL076C" 5 39.8 38.3 NA NA NA NA NA NA NA
"2223" "YML048W" "YML048W" 1 35.5 35.5 NA NA NA NA NA NA NA
"2224" "YNL112W" "YNL112W" 1702 34.2 33.8 12.8 22.2 44.5 55 NA NA NA
"2225" "YLR027C" "YLR027C" 1060 28.2 26.9 11.3 17.1 37.6 46.1 NA NA NA
"2226" "YDR107C" "YDR107C" 5 25.8 23.9 NA NA NA NA NA NA NA
"2227" "YBL064C" "YBL064C" 397 27.3 25.4 11.7 16 36 46.1 NA NA NA
"2228" "YHR104W" "YHR104W" 243 30.8 28.6 10.5 17.8 38.3 51.2 NA NA NA
"2229" "YGR245C" "YGR245C" 1382 35.6 32.8 15 22.6 46.8 57.1 NA NA NA
"2230" "YOR148C" "YOR148C" 380 35.5 35.4 15.3 25.6 45.7 54.2 NA NA NA
"2231" "YLR047C" "YLR047C" 5 53.2 54.6 NA NA NA NA NA NA NA
"2232" "YDR497C" "YDR497C" 1802 28.5 26.7 10.8 17 38.5 49.6 NA NA NA
"2233" "YDL025C" "YDL025C" 231 34.4 32.3 10.9 18.4 47.5 56.6 NA NA NA
"2234" "YGR229C" "YGR229C" 861 31.3 28.7 11.3 16.8 41.9 53.8 NA NA NA
"2235" "YHR192W" "YHR192W" 238 34.7 34.1 15.9 23.5 44.9 54.1 NA NA NA
"2236" "YMR222C" "YMR222C" 186 36.5 34.8 12.6 20.9 49.9 60.1 NA NA NA
"2237" "YLR293C" "YLR293C" 4407 29.3 28 12.7 18.6 38 48.2 NA NA NA
"2238" "YDL147W" "YDL147W" 1775 34.8 33.7 15.1 22.7 45.6 56 NA NA NA
"2239" "YBR104W" "YBR104W" 554 33.9 33.7 14.2 21.7 45 53.2 NA NA NA
"2240" "YJL171C" "YJL171C" 15 25.1 22.5 12.1 21.2 31 37 NA NA NA
"2241" "YBL091C" "YBL091C" 661 30.9 28.9 12.9 18.9 39.8 53.4 NA NA NA
"2242" "YPL031C" "YPL031C" 201 27.3 25.6 9 14.4 37.9 50.3 NA NA NA
"2243" "YMR237W" "YMR237W" 493 29.7 27.4 11.5 18.1 37.9 50.4 NA NA NA
"2244" "YOR335C" "YOR335C" 3256 25.2 23.1 7.7 13.6 34.6 45 NA NA NA
"2245" "YKL012W" "YKL012W" 222 35.1 34.4 16.7 23.7 45.8 54.7 NA NA NA
"2246" "YNL242W" "YNL242W" 9 39.4 41.4 NA NA NA NA NA NA NA
"2247" "YML050W" "YML050W" 47 34.2 33.9 9.2 19.8 49.9 57.8 NA NA NA
"2248" "YDL167C" "YDL167C" 25 29.3 28.8 17.6 19.6 36.9 44.9 NA NA NA
"2249" "YER082C" "YER082C" 564 29.8 28 9.7 16.9 41.9 52.1 NA NA NA
"2250" "YJL071W" "YJL071W" 101 31 28.7 12.4 16.2 42.4 55.9 NA NA NA
"2251" "YHL026C" "YHL026C" 62 41.4 42.4 21.6 32.2 51 56.5 NA NA NA
"2252" "YKL069W" "YKL069W" 545 28.7 26.6 11.1 18.1 37.8 47.1 NA NA NA
"2253" "YNL310C" "YNL310C" 238 37.6 37.2 16.4 24.5 48.1 58.7 NA NA NA
"2254" "YNL123W" "YNL123W" 664 32.6 31.8 12.6 18.9 44.6 55.3 NA NA NA
"2255" "YMR003W" "YMR003W" 276 33.3 34.3 12.8 20.7 45.1 52.4 NA NA NA
"2256" "YBR119W" "YBR119W" 108 34.4 32.2 13.6 21 46 58 NA NA NA
"2257" "YPL179W" "YPL179W" 486 44.6 44.3 19.1 30.4 55.6 65.8 NA NA NA
"2258" "YLR373C" "YLR373C" 258 35.2 34.7 11.4 18.8 50.2 59.9 NA NA NA
"2259" "YKL092C" "YKL092C" 217 31.5 30.2 9.9 18.2 40.7 56.2 NA NA NA
"2260" "YFL016C" "YFL016C" 562 32.3 29.6 10.2 17.6 46.1 54.8 NA NA NA
"2261" "YDR322C-A" "YDR322C-A" 942 29 27.7 11.3 17.5 38.6 49.3 NA NA NA
"2262" "YJL162C" "YJL162C" 175 38.4 39.5 12.7 23.9 50.8 59.6 NA NA NA
"2263" "YLR260W" "YLR260W" 25 38.2 36.8 20.5 24.2 42.1 55 NA NA NA
"2264" "YDR085C" "YDR085C" 49 39.8 38 16.7 23.8 52.2 69.2 NA NA NA
"2265" "YNL032W" "YNL032W" 114 29.9 30.6 12.5 19.2 39.4 45.5 NA NA NA
"2266" "YKL152C" "YKL152C" 54966 28.9 26.6 12.4 18 37.5 48.2 NA NA NA
"2267" "YNL045W" "YNL045W" 2 25 25 NA NA NA NA NA NA NA
"2268" "YDR350C" "YDR350C" 104 38.6 42.1 12.5 23.8 53.3 59.7 NA NA NA
"2269" "YPL126W" "YPL126W" 1588 28 25.7 8.7 14.2 39.6 50.5 NA NA NA
"2270" "YMR129W" "YMR129W" 319 33.3 31.8 13.6 20.8 43.6 54.3 NA NA NA
"2271" "YJL006C" "YJL006C" 155 37.6 40.6 9.2 18 52.5 63.6 NA NA NA
"2272" "YPR199C" "YPR199C" 290 35.5 35.1 12.3 25.5 45.3 58.9 NA NA NA
"2273" "YBL082C" "YBL082C" 106 38.1 36.6 17.9 26.7 48.2 58.1 NA NA NA
"2274" "YDL081C" "YDL081C" 34654 24.4 22.2 9.2 14.5 32.5 42.6 NA NA NA
"2275" "YIR034C" "YIR034C" 518 43.6 42.7 24.1 33 51.4 62 NA NA NA
"2276" "YMR138W" "YMR138W" 120 32.2 31.3 12.6 21.1 42.4 51.3 NA NA NA
"2277" "YDR165W" "YDR165W" 999 29.4 28.4 11.3 17.4 39 50.1 NA NA NA
"2278" "YHL030W" "YHL030W" 109 30.8 27.6 10.8 17.5 46.2 52.5 NA NA NA
"2279" "YGL013C" "YGL013C" 262 37.3 36.9 10.7 22.6 50.3 61.5 NA NA NA
"2280" "YLR191W" "YLR191W" 115 33.3 31 11.2 17.6 46.8 55.5 NA NA NA
"2281" "YFL018C" "YFL018C" 918 28.6 26.9 12.9 18.1 37.1 46.6 NA NA NA
"2282" "YJR068W" "YJR068W" 319 27.5 25.2 13.2 18 35.6 45.9 NA NA NA
"2283" "YJL139C" "YJL139C" 36 40 38.5 20.4 28.2 51.9 63.2 NA NA NA
"2284" "YDL178W" "YDL178W" 331 25.2 20.9 8.1 12.5 35.4 47.6 NA NA NA
"2285" "YER095W" "YER095W" 205 43.6 46.4 15.5 31.9 55.6 63.5 NA NA NA
"2286" "YLR456W" "YLR456W" 83 42.3 41 16.3 27.9 53.3 65.3 NA NA NA
"2287" "YLR170C" "YLR170C" 837 36.5 34.9 17.2 24.8 47 56.3 NA NA NA
"2288" "YNL052W" "YNL052W" 516 33.3 34.5 10.5 18.2 46.2 54.2 NA NA NA
"2289" "YKR030W" "YKR030W" 422 32.5 30.6 12.2 19 45.1 55.2 NA NA NA
"2290" "YDL207W" "YDL207W" 359 35.9 36.7 11.9 22.2 48.6 57.5 NA NA NA
"2291" "YLR066W" "YLR066W" 1034 30.3 28.8 13.5 19.6 39 48.8 NA NA NA
"2292" "YDR459C" "YDR459C" 89 42.5 45.8 17.8 31.5 53.6 64.3 NA NA NA
"2293" "YPL015C" "YPL015C" 319 39.3 38.3 18.5 27.3 50.9 61.2 NA NA NA
"2294" "YLR375W" "YLR375W" 473 38.4 36 19.1 26.3 47.8 60.7 NA NA NA
"2295" "YDR514C" "YDR514C" 208 35.2 35.3 13.3 22.1 45.7 56.5 NA NA NA
"2296" "YJL066C" "YJL066C" 151 38.7 37.3 14.9 23.3 53.8 64.2 NA NA NA
"2297" "YNL025C" "YNL025C" 18 39.2 37.1 20.4 26.2 52.1 57.2 NA NA NA
"2298" "YDL107W" "YDL107W" 1 30.5 30.5 NA NA NA NA NA NA NA
"2299" "YGR121W-A" "YGR121W-A" 8 36.8 37.1 NA NA NA NA NA NA NA
"2300" "YGR091W" "YGR091W" 56 32.8 27.4 11.8 19.4 49.7 53.9 NA NA NA
"2301" "YHR001W" "YHR001W" 342 32.4 31.1 12.7 18.5 45.1 53.1 NA NA NA
"2302" "YDR477W" "YDR477W" 597 32.9 32.6 13.1 20.9 44.2 53 NA NA NA
"2303" "YGR223C" "YGR223C" 188 31.5 29.5 10.4 19.2 44.6 54.6 NA NA NA
"2304" "YML123C" "YML123C" 14110 32.7 33.1 10.1 20.1 44.2 53.2 NA NA NA
"2305" "YJL010C" "YJL010C" 507 30.9 28.5 9.6 16.7 43 55.1 NA NA NA
"2306" "YOL105C" "YOL105C" 1 35.4 35.4 NA NA NA NA NA NA NA
"2307" "YBR199W" "YBR199W" 982 32.4 31.6 14.8 22.2 42.4 51 NA NA NA
"2308" "YLR242C" "YLR242C" 161 34.1 35.2 16.7 24.1 41.8 50.2 NA NA NA
"2309" "YOR342C" "YOR342C" 322 37.2 37 14.3 23.7 49.7 60.2 NA NA NA
"2310" "YJR148W" "YJR148W" 2148 26.6 24.6 11.2 16.9 34.2 43.2 NA NA NA
"2311" "YBR253W" "YBR253W" 2 39.5 39.5 NA NA NA NA NA NA NA
"2312" "YIL042C" "YIL042C" 66 42.1 47 10.1 22.9 59.1 65.9 NA NA NA
"2313" "YIL035C" "YIL035C" 6 24.6 19.8 NA NA NA NA NA NA NA
