YAL069W
YBL070C
YBL069W
YBL068W-A
YBL068W
YBL067C
YBL066C
YBL065W
YBL064C
YBL063W
YBL062W
YBL061C
YBL060W
YBL058W
YBL057C
YBL056W
YBL055C
YBL054W
YBL053W
YBL052C
YBL051C
YBL049W
YBL048W
YBL047C
YBL046W
YBL045C
YBL044W
YBL043W
YBL042C
YBL041W
YBL039W-B
YBL039C
YBL039C-A
YBL038W
YBL037W
YBL036C
YBL035C
YBL034C
YBL033C
YBL032W
YBL031W
YBL030C
YBL029C-A
YBL029W
YBL028C
YBL025W
YBL024W
YBL023C
YBL022C
YBL021C
YBL020W
YBL019W
YBL017C
YBL016W
YBL015W
YBL014C
YBL013W
YBL012C
YBL011W
YBL010C
YBL009W
YBL008W-A
YBL008W
YBL007C
YBL006C
YBL006W-A
YBL005W
YBL005W-A
YBL005W-B
YBL004W
YBL003C
YBL002W
YBL001C
YBR001C
YBR002C
YBR003W
YBR004C
YBR005W
YBR006W
YBR007C
YBR008C
YBR009C
YBR010W
YBR011C
YBR012C
YBR012W-A
YBR012W-B
YBR013C
YBR014C
YBR015C
YBR016W
YBR017C
YBR018C
YBR019C
YBR020W
YBR021W
YBR022W
YBR023C
YBR024W
YBR025C
YBR026C
YBR027C
YBR028C
YBR029C
YBR030W
YBR031W
YBR032W
YBR033W
YBR034C
YBR035C
YBR036C
YBR037C
YBR038W
YBR039W
YBR040W
YBR041W
YBR042C
YBR043C
YBR044C
YBR045C
YBR046C
YBR047W
YBR049C
YBR050C
YBR051W
YBR052C
YBR053C
YBR054W
YBR055C
YBR056W
YBR056W-A
YBR056C-B
YBR057C
YBR058C
YBR058C-A
YBR059C
YBR060C
YBR061C
YBR063C
YBR064W
YBR065C
YBR066C
YBR067C
YBR068C
YBR069C
YBR070C
YBR071W
YBR072W
YBR072C-A
YBR073W
YBR074W
YBR076W
YBR076C-A
YBR077C
YBR079C
YBR080C
YBR081C
YBR083W
YBR084W
YBR085W
YBR085C-A
YBR086C
YBR087W
YBR088C
YBR089W
YBR091C
YBR092C
YBR093C
YBR094W
YBR095C
YBR096W
YBR097W
YBR098W
YBR099C
YBR101C
YBR102C
YBR103W
YBR103C-A
YBR104W
YBR105C
YBR106W
YBR107C
YBR108W
YBR109C
YBR109W-A
YBR110W
YBR111C
YBR112C
YBR113W
YBR114W
YBR115C
YBR116C
YBR117C
YBR118W
YBR120C
YBR121C
YBR121C-A
YBR122C
YBR123C
YBR124W
YBR125C
YBR126C
YBR126W-A
YBR126W-B
YBR127C
YBR128C
YBR129C
YBR130C
YBR131W
YBR131C-A
YBR132C
YBR133C
YBR134W
YBR135W
YBR136W
YBR137W
YBR138C
YBR139W
YBR140C
YBR141C
YBR141W-A
YBR142W
YBR143C
YBR144C
YBR145W
YBR146W
YBR147W
YBR148W
YBR149W
YBR150C
YBR151W
YBR152W
YBR153W
YBR154C
YBR155W
YBR156C
YBR157C
YBR158W
YBR159W
YBR160W
YBR161W
YBR162C
YBR162W-A
YBR163W
YBR164C
YBR165W
YBR166C
YBR167C
YBR168W
YBR169C
YBR170C
YBR171W
YBR172C
YBR173C
YBR174C
YBR175W
YBR176W
YBR177C
YBR178W
YBR179C
YBR180W
YBR182C
YBR182C-A
YBR183W
YBR184W
YBR185C
YBR187W
YBR188C
YBR190W
YBR191W-A
YBR192W
YBR193C
YBR194W
YBR195C
YBR196C
YBR196C-A
YBR196C-B
YBR197C
YBR198C
YBR199W
YBR200W
YBR200W-A
YBR201W
YBR201C-A
YBR202W
YBR203W
YBR204C
YBR205W
YBR206W
YBR207W
YBR208C
YBR209W
YBR210W
YBR211C
YBR212W
YBR213W
YBR214W
YBR216C
YBR217W
YBR218C
YBR220C
YBR221C
YBR221W-A
YBR222C
YBR223C
YBR223W-A
YBR224W
YBR225W
YBR226C
YBR227C
YBR228W
YBR229C
YBR230W-A
YBR231C
YBR232C
YBR233W
YBR233W-A
YBR234C
YBR235W
YBR236C
YBR237W
YBR238C
YBR239C
YBR240C
YBR241C
YBR242W
YBR243C
YBR244W
YBR245C
YBR246W
YBR247C
YBR248C
YBR249C
YBR250W
YBR251W
YBR252W
YBR253W
YBR254C
YBR255W
YBR256C
YBR257W
YBR258C
YBR259W
YBR260C
YBR261C
YBR262C
YBR263W
YBR264C
YBR265W
YBR267W
YBR266C
YBR268W
YBR269C
YBR270C
YBR271W
YBR272C
YBR273C
YBR274W
YBR275C
YBR276C
YBR277C
YBR278W
YBR279W
YBR280C
YBR281C
YBR282W
YBR283C
YBR284W
YBR285W
YBR286W
YBR287W
YBR288C
YBR289W
YBR290W
YBR291C
YBR292C
YBR293W
YBR294W
YBR295W
YBR296C
YBR296C-A
YBR297W
YBR298C
YBR298C-A
YBR299W
YBR300C
YBR301W
YBR302C
YCL076W
YCL073C
YCL069W
YCL068C
YCL067C
YCL066W
YCL065W
YCL064C
YCL063W
YCL061C
YCL059C
YCL058C
YCL058W-A
YCL057C-A
YCL057W
YCL056C
YCL055W
YCL054W
YCL052C
YCL051W
YCL050C
YCL049C
YCL048W-A
YCL048W
YCL047C
YCL045C
YCL046W
YCL044C
YCL043C
YCL041C
YCL042W
YCL040W
YCL039W
YCL038C
YCL037C
YCL036W
YCL035C
YCL034W
YCL033C
YCL032W
YCL031C
YCL030C
YCL029C
YCL028W
YCL027W
YCL026C-B
YCL026C-A
YCL025C
YCL023C
YCL024W
YCL022C
YCL021W-A
YCL020W
YCL019W
YCL018W
YCL017C
YCL016C
YCL014W
YCL011C
YCL010C
YCL009C
YCL008C
YCL007C
YCL005W
YCL004W
YCL001W
YCL001W-A
YCL001W-B
YCR001W
YCR002C
YCR003W
YCR004C
YCR005C
YCR006C
YCR007C
YCR008W
YCR009C
YCR010C
YCR011C
YCR012W
YCR013C
YCR014C
YCR015C
YCR016W
YCR017C
YCR018C
YCR018C-A
YCR019W
YCR020C
YCR020C-A
YCR020W-B
YCR021C
YCR022C
YCR023C
YCR024C
YCR024C-B
YCR024C-A
YCR025C
YCR026C
YCR027C
YCR028C
YCR030C
YCR032W
YCR033W
YCR034W
YCR035C
YCR036W
YCR037C
YCR038C
YCR038W-A
YCR039C
YCR040W
YCR041W
YCR042C
YCR043C
YCR044C
YCR045C
YCR045W-A
YCR046C
YCR047C
YCR047W-A
YCR049C
YCR048W
YCR050C
YCR051W
YCR052W
YCR053W
YCR054C
YCR057C
YCR059C
YCR060W
YCR061W
YCR064C
YCR063W
YCR065W
YCR066W
YCR067C
YCR068W
YCR069W
YCR071C
YCR072C
YCR073C
YCR073W-A
YCR075C
YCR075W-A
YCR076C
YCR077C
YCR079W
YCR081W
YCR081C-A
YCR082W
YCR083W
YCR084C
YCR085W
YCR086W
YCR087W
YCR087C-A
YCR088W
YCR089W
YCR090C
YCR091W
YCR092C
YCR093W
YCR094W
YCR095C
YCR095W-A
YCR096C
YCR097W-A
YCR098C
YCR099C
YCR100C
YCR101C
YCR102C
YCR102W-A
YCR104W
YCR105W
YCR106W
YCR107W
YCR108C
YDL248W
YDL247W-A
YDL247W
YDL246C
YDL245C
YDL244W
YDL243C
YDL242W
YDL241W
YDL240C-A
YDL240W
YDL239C
YDL238C
YDL237W
YDL236W
YDL235C
YDL234C
YDL233W
YDL232W
YDL231C
YDL230W
YDL229W
YDL228C
YDL227C
YDL226C
YDL225W
YDL224C
YDL223C
YDL222C
YDL221W
YDL220C
YDL218W
YDL217C
YDL216C
YDL215C
YDL214C
YDL213C
YDL212W
YDL211C
YDL210W
YDL209C
YDL208W
YDL207W
YDL206W
YDL205C
YDL204W
YDL203C
YDL202W
YDL201W
YDL200C
YDL199C
YDL198C
YDL197C
YDL196W
YDL195W
YDL194W
YDL193W
YDL192W
YDL190C
YDL188C
YDL187C
YDL186W
YDL185C-A
YDL185W
YDL184C
YDL183C
YDL182W
YDL181W
YDL180W
YDL179W
YDL178W
YDL177C
YDL176W
YDL175C
YDL174C
YDL173W
YDL172C
YDL171C
YDL170W
YDL169C
YDL168W
YDL167C
YDL166C
YDL165W
YDL164C
YDL163W
YDL162C
YDL161W
YDL160C-A
YDL160C
YDL159W-A
YDL159W
YDL159C-B
YDL158C
YDL157C
YDL156W
YDL155W
YDL154W
YDL153C
YDL152W
YDL151C
YDL150W
YDL149W
YDL148C
YDL147W
YDL146W
YDL145C
YDL144C
YDL143W
YDL142C
YDL141W
YDL140C
YDL139C
YDL138W
YDL135C
YDL134C
YDL133C-A
YDL133W
YDL132W
YDL131W
YDL130W-A
YDL129W
YDL128W
YDL127W
YDL126C
YDL124W
YDL123W
YDL122W
YDL121C
YDL120W
YDL119C
YDL118W
YDL117W
YDL116W
YDL114W-A
YDL114W
YDL113C
YDL112W
YDL111C
YDL110C
YDL109C
YDL107W
YDL106C
YDL105W
YDL104C
YDL103C
YDL102W
YDL101C
YDL100C
YDL099W
YDL098C
YDL097C
YDL096C
YDL095W
YDL094C
YDL093W
YDL092W
YDL091C
YDL090C
YDL089W
YDL088C
YDL087C
YDL086W
YDL086C-A
YDL085C-A
YDL085W
YDL084W
YDL081C
YDL080C
YDL078C
YDL077C
YDL076C
YDL074C
YDL073W
YDL072C
YDL071C
YDL070W
YDL069C
YDL068W
YDL067C
YDL066W
YDL065C
YDL063C
YDL062W
YDL060W
YDL059C
YDL058W
YDL057W
YDL056W
YDL055C
YDL054C
YDL053C
YDL052C
YDL051W
YDL050C
YDL049C
YDL048C
YDL047W
YDL046W
YDL045W-A
YDL045C
YDL044C
YDL043C
YDL042C
YDL041W
YDL040C
YDL039C
YDL037C
YDL036C
YDL035C
YDL034W
YDL033C
YDL032W
YDL031W
YDL030W
YDL028C
YDL027C
YDL026W
YDL025C
YDL025W-A
YDL024C
YDL022C-A
YDL023C
YDL022W
YDL021W
YDL020C
YDL019C
YDL018C
YDL017W
YDL016C
YDL015C
YDL014W
YDL013W
YDL011C
YDL010W
YDL009C
YDL008W
YDL007C-A
YDL007W
YDL006W
YDL005C
YDL004W
YDL003W
YDL002C
YDL001W
YDR001C
YDR002W
YDR003W
YDR003W-A
YDR004W
YDR006C
YDR007W
YDR008C
YDR009W
YDR010C
YDR011W
YDR012W
YDR013W
YDR014W
YDR014W-A
YDR015C
YDR016C
YDR017C
YDR018C
YDR019C
YDR020C
YDR021W
YDR022C
YDR023W
YDR024W
YDR026C
YDR027C
YDR028C
YDR029W
YDR030C
YDR031W
YDR032C
YDR033W
YDR034C
YDR034C-D
YDR034C-C
YDR034C-A
YDR034W-B
YDR035W
YDR036C
YDR037W
YDR038C
YDR039C
YDR040C
YDR041W
YDR042C
YDR043C
YDR044W
YDR045C
YDR046C
YDR047W
YDR048C
YDR049W
YDR050C
YDR051C
YDR052C
YDR053W
YDR054C
YDR055W
YDR056C
YDR057W
YDR058C
YDR060W
YDR061W
YDR062W
YDR063W
YDR065W
YDR066C
YDR067C
YDR068W
YDR069C
YDR070C
YDR071C
YDR072C
YDR073W
YDR074W
YDR075W
YDR076W
YDR077W
YDR078C
YDR079W
YDR079C-A
YDR080W
YDR081C
YDR082W
YDR083W
YDR084C
YDR085C
YDR086C
YDR087C
YDR088C
YDR089W
YDR090C
YDR091C
YDR093W
YDR094W
YDR095C
YDR096W
YDR097C
YDR098C
YDR098C-B
YDR098C-A
YDR100W
YDR101C
YDR102C
YDR103W
YDR104C
YDR105C
YDR106W
YDR107C
YDR108W
YDR109C
YDR110W
YDR111C
YDR112W
YDR113C
YDR114C
YDR115W
YDR116C
YDR117C
YDR118W
YDR118W-A
YDR119W
YDR119W-A
YDR120C
YDR121W
YDR122W
YDR123C
YDR124W
YDR125C
YDR126W
YDR127W
YDR128W
YDR130C
YDR131C
YDR132C
YDR133C
YDR135C
YDR136C
YDR137W
YDR138W
YDR140W
YDR141C
YDR142C
YDR143C
YDR144C
YDR145W
YDR146C
YDR147W
YDR148C
YDR149C
YDR150W
YDR151C
YDR152W
YDR153C
YDR154C
YDR155C
YDR156W
YDR157W
YDR158W
YDR159W
YDR160W
YDR161W
YDR162C
YDR163W
YDR164C
YDR165W
YDR166C
YDR167W
YDR168W
YDR169C
YDR169C-A
YDR170C
YDR170W-A
YDR171W
YDR172W
YDR173C
YDR174W
YDR175C
YDR176W
YDR177W
YDR178W
YDR179C
YDR179W-A
YDR180W
YDR181C
YDR182W
YDR182W-A
YDR183W
YDR183C-A
YDR184C
YDR185C
YDR186C
YDR187C
YDR188W
YDR189W
YDR190C
YDR191W
YDR192C
YDR193W
YDR194C
YDR194W-A
YDR195W
YDR196C
YDR197W
YDR198C
YDR199W
YDR200C
YDR201W
YDR202C
YDR203W
YDR204W
YDR205W
YDR206W
YDR207C
YDR208W
YDR209C
YDR210W
YDR210W-A
YDR210W-B
YDR210C-D
YDR210C-C
YDR211W
YDR212W
YDR213W
YDR214W
YDR215C
YDR216W
YDR217C
YDR218C
YDR219C
YDR220C
YDR221W
YDR222W
YDR223W
YDR224C
YDR225W
YDR226W
YDR227W
YDR228C
YDR229W
YDR230W
YDR231C
YDR232W
YDR233C
YDR234W
YDR235W
YDR236C
YDR237W
YDR238C
YDR239C
YDR240C
YDR241W
YDR242W
YDR243C
YDR244W
YDR245W
YDR246W
YDR246W-A
YDR247W
YDR248C
YDR249C
YDR250C
YDR251W
YDR252W
YDR253C
YDR254W
YDR255C
YDR256C
YDR257C
YDR258C
YDR259C
YDR260C
YDR261C
YDR261W-A
YDR261W-B
YDR261C-D
YDR261C-C
YDR262W
YDR263C
YDR264C
YDR265W
YDR266C
YDR267C
YDR268W
YDR269C
YDR270W
YDR271C
YDR272W
YDR273W
YDR274C
YDR275W
YDR276C
YDR277C
YDR278C
YDR279W
YDR280W
YDR281C
YDR282C
YDR283C
YDR284C
YDR285W
YDR286C
YDR287W
YDR288W
YDR289C
YDR290W
YDR291W
YDR292C
YDR293C
YDR294C
YDR295C
YDR296W
YDR297W
YDR298C
YDR299W
YDR300C
YDR301W
YDR302W
YDR303C
YDR304C
YDR306C
YDR307W
YDR308C
YDR309C
YDR310C
YDR311W
YDR312W
YDR313C
YDR314C
YDR315C
YDR316W
YDR316W-A
YDR316W-B
YDR317W
YDR319C
YDR320C
YDR320C-A
YDR320W-B
YDR321W
YDR322W
YDR322C-A
YDR323C
YDR324C
YDR325W
YDR326C
YDR327W
YDR328C
YDR329C
YDR330W
YDR331W
YDR332W
YDR333C
YDR334W
YDR335W
YDR336W
YDR337W
YDR338C
YDR339C
YDR340W
YDR341C
YDR342C
YDR343C
YDR344C
YDR345C
YDR346C
YDR347W
YDR348C
YDR349C
YDR350C
YDR351W
YDR352W
YDR353W
YDR354W
YDR354C-A
YDR355C
YDR356W
YDR357C
YDR358W
YDR359C
YDR360W
YDR361C
YDR362C
YDR363W
YDR363W-A
YDR364C
YDR365C
YDR365W-A
YDR365W-B
YDR366C
YDR368W
YDR369C
YDR370C
YDR371W
YDR371C-A
YDR372C
YDR373W
YDR374C
YDR374W-A
YDR375C
YDR376W
YDR377W
YDR378C
YDR379W
YDR379C-A
YDR380W
YDR382W
YDR383C
YDR384C
YDR385W
YDR386W
YDR387C
YDR388W
YDR389W
YDR390C
YDR391C
YDR392W
YDR393W
YDR394W
YDR395W
YDR396W
YDR398W
YDR399W
YDR400W
YDR401W
YDR402C
YDR403W
YDR404C
YDR405W
YDR406W
YDR406W-A
YDR407C
YDR408C
YDR409W
YDR410C
YDR411C
YDR412W
YDR413C
YDR414C
YDR415C
YDR416W
YDR417C
YDR418W
YDR419W
YDR420W
YDR421W
YDR422C
YDR423C
YDR425W
YDR426C
YDR427W
YDR428C
YDR429C
YDR430C
YDR431W
YDR432W
YDR433W
YDR434W
YDR435C
YDR436W
YDR437W
YDR438W
YDR439W
YDR440W
YDR441C
YDR442W
YDR443C
YDR444W
YDR445C
YDR446W
YDR448W
YDR449C
YDR451C
YDR452W
YDR453C
YDR454C
YDR455C
YDR456W
YDR457W
YDR458C
YDR459C
YDR460W
YDR461W
YDR461C-A
YDR462W
YDR463W
YDR464W
YDR464C-A
YDR465C
YDR466W
YDR467C
YDR468C
YDR469W
YDR470C
YDR472W
YDR473C
YDR475C
YDR476C
YDR477W
YDR478W
YDR479C
YDR480W
YDR481C
YDR482C
YDR483W
YDR484W
YDR485C
YDR486C
YDR487C
YDR488C
YDR489W
YDR490C
YDR491C
YDR492W
YDR493W
YDR494W
YDR495C
YDR496C
YDR497C
YDR498C
YDR499W
YDR501W
YDR502C
YDR503C
YDR504C
YDR505C
YDR506C
YDR507C
YDR508C
YDR509W
YDR510W
YDR510C-A
YDR511W
YDR512C
YDR513W
YDR514C
YDR515W
YDR516C
YDR517W
YDR518W
YDR519W
YDR520C
YDR521W
YDR522C
YDR523C
YDR524C
YDR524W-C
YDR524C-B
YDR524C-A
YDR525W
YDR525W-A
YDR526C
YDR527W
YDR528W
YDR529C
YDR530C
YDR531W
YDR532C
YDR533C
YDR534C
YDR536W
YDR537C
YDR538W
YDR539W
YDR540C
YDR541C
YDR542W
YDR543C
YDR544C
YDR545W
YDR545C-A
YEL077C
YEL077W-A
YEL076C
YEL075W-A
YEL075C
YEL074W
YEL073C
YEL072W
YEL071W
YEL070W
YEL069C
YEL068C
YEL067C
YEL066W
YEL065W
YEL064C
YEL063C
YEL062W
YEL061C
YEL060C
YEL059C-A
YEL059W
YEL058W
YEL057C
YEL056W
YEL055C
YEL054C
YEL053W-A
YEL053C
YEL052W
YEL051W
YEL050W-A
YEL050C
YEL049W
YEL048C
YEL047C
YEL046C
YEL045C
YEL044W
YEL043W
YEL042W
YEL041W
YEL040W
YEL039C
YEL038W
YEL037C
YEL036C
YEL035C
YEL034C-A
YEL034W
YEL033W
YEL032W
YEL032C-A
YEL031W
YEL030C-A
YEL030W
YEL029C
YEL028W
YEL027W
YEL026W
YEL025C
YEL024W
YEL023C
YEL022W
YEL021W
YEL020C-B
YEL020W-A
YEL020C
YEL019C
YEL018C-A
YEL018W
YEL017C-A
YEL017W
YEL016C
YEL015W
YEL014C
YEL013W
YEL011W
YEL010W
YEL009C-A
YEL009C
YEL008W
YEL008C-A
YEL007W
YEL006W
YEL005C
YEL004W
YEL002C
YEL001C
YER001W
YER002W
YER004W
YER005W
YER006W
YER006C-A
YER007W
YER008C
YER009W
YER010C
YER011W
YER012W
YER013W
YER014W
YER015W
YER016W
YER017C
YER018C
YER019W
YER019C-A
YER020W
YER021W
YER022W
YER023W
YER023C-A
YER024W
YER025W
YER026C
YER027C
YER028C
YER029C
YER030W
YER031C
YER032W
YER033C
YER034W
YER035W
YER036C
YER037W
YER038C
YER038W-A
YER039C
YER039C-A
YER040W
YER041W
YER042W
YER043C
YER044C
YER045C
YER046W
YER046W-A
YER047C
YER048C
YER048W-A
YER049W
YER050C
YER051W
YER052C
YER053C
YER053C-A
YER054C
YER055C
YER056C
YER057C
YER058W
YER059W
YER060W
YER060W-A
YER061C
YER062C
YER063W
YER064C
YER065C
YER066W
YER066C-A
YER067W
YER067C-A
YER068W
YER068C-A
YER069W
YER070W
YER071C
YER072W
YER073W
YER075C
YER076C
YER076W-A
YER077C
YER078C
YER078W-A
YER079W
YER079C-A
YER080W
YER081W
YER082C
YER083C
YER084W
YER084W-A
YER085C
YER086W
YER087W
YER087C-A
YER087C-B
YER088C
YER088C-A
YER088W-B
YER089C
YER090W
YER090C-A
YER091C
YER091C-A
YER092W
YER093C
YER094C
YER095W
YER096W
YER097W
YER098W
YER099C
YER100W
YER101C
YER103W
YER104W
YER105C
YER106W
YER107C
YER107W-A
YER109C
YER110C
YER111C
YER112W
YER113C
YER114C
YER115C
YER116C
YER118C
YER119C
YER119C-A
YER120W
YER121W
YER122C
YER123W
YER124C
YER125W
YER126C
YER127W
YER128W
YER129W
YER130C
YER132C
YER133W-A
YER134C
YER135C
YER136W
YER137C
YER137W-A
YER138C
YER137C-A
YER138W-A
YER139C
YER140W
YER141W
YER142C
YER143W
YER144C
YER145C
YER145C-A
YER146W
YER147C
YER147C-A
YER148W
YER148W-A
YER149C
YER150W
YER151C
YER152C
YER152W-A
YER153C
YER154W
YER155C
YER156C
YER157W
YER158C
YER158W-A
YER159C
YER160C
YER159C-A
YER161C
YER162C
YER163C
YER164W
YER165W
YER165C-A
YER166W
YER167W
YER168C
YER169W
YER170W
YER171W
YER172C
YER172C-A
YER173W
YER174C
YER175C
YER175W-A
YER176W
YER177W
YER178W
YER180C
YER180C-A
YER181C
YER182W
YER183C
YER184C
YER185W
YER186C
YER187W
YER188W
YER188C-A
YER189W
YER190W
YER190C-A
YER190C-B
YFL068W
YFL067W
YFL066C
YFL065C
YFL064C
YFL063W
YFL062W
YFL061W
YFL060C
YFL059W
YFL058W
YFL057C
YFL056C
YFL055W
YFL054C
YFL053W
YFL052W
YFL051C
YFL050C
YFL049W
YFL048C
YFL047W
YFL046W
YFL045C
YFL044C
YFL042C
YFL041W-A
YFL041W
YFL040W
YFL038C
YFL037W
YFL036W
YFL034W
YFL033C
YFL032W
YFL031C-A
YFL030W
YFL029C
YFL028C
YFL027C
YFL026W
YFL025C
YFL024C
YFL023W
YFL022C
YFL021C-A
YFL021W
YFL020C
YFL019C
YFL018C
YFL017W-A
YFL017C
YFL016C
YFL015W-A
YFL015C
YFL014W
YFL013W-A
YFL013C
YFL012W-A
YFL012W
YFL011W
YFL010W-A
YFL010C
YFL009W
YFL008W
YFL007W
YFL005W
YFL004W
YFL003C
YFL002W-B
YFL002W-A
YFL002C
YFL001W
YFR001W
YFR002W
YFR003C
YFR004W
YFR005C
YFR006W
YFR007W
YFR008W
YFR009W
YFR009W-A
YFR010W
YFR010W-A
YFR011C
YFR012W
YFR012W-A
YFR013W
YFR014C
YFR015C
YFR016C
YFR017C
YFR018C
YFR019W
YFR020W
YFR021W
YFR022W
YFR023W
YFR025C
YFR026C
YFR027W
YFR028C
YFR029W
YFR030W
YFR031C
YFR032C
YFR032C-B
YFR033C
YFR034C
YFR034W-A
YFR035C
YFR036W
YFR036W-A
YFR037C
YFR038W
YFR039C
YFR040W
YFR041C
YFR042W
YFR043C
YFR044C
YFR046C
YFR047C
YFR048W
YFR049W
YFR050C
YFR051C
YFR052W
YFR052C-A
YFR053C
YFR054C
YFR056C
YFR055W
YFR057W
YGL263W
YGL262W
YGL261C
YGL260W
YGL259W
YGL258W-A
YGL258W
YGL257C
YGL256W
YGL255W
YGL254W
YGL253W
YGL252C
YGL250W
YGL249W
YGL248W
YGL247W
YGL246C
YGL245W
YGL244W
YGL243W
YGL242C
YGL241W
YGL240W
YGL239C
YGL238W
YGL237C
YGL236C
YGL235W
YGL234W
YGL233W
YGL231C
YGL230C
YGL229C
YGL228W
YGL227W
YGL226W
YGL225W
YGL224C
YGL223C
YGL222C
YGL221C
YGL220W
YGL219C
YGL218W
YGL217C
YGL216W
YGL215W
YGL214W
YGL213C
YGL212W
YGL211W
YGL210W
YGL209W
YGL208W
YGL207W
YGL206C
YGL205W
YGL204C
YGL203C
YGL202W
YGL201C
YGL200C
YGL199C
YGL198W
YGL197W
YGL196W
YGL195W
YGL194C-A
YGL194C
YGL193C
YGL192W
YGL191W
YGL190C
YGL188C-A
YGL188C
YGL186C
YGL185C
YGL184C
YGL182C
YGL181W
YGL180W
YGL179C
YGL177W
YGL176C
YGL175C
YGL174W
YGL173C
YGL172W
YGL171W
YGL170C
YGL169W
YGL168W
YGL167C
YGL166W
YGL165C
YGL164C
YGL163C
YGL162W
YGL161C
YGL160W
YGL159W
YGL158W
YGL157W
YGL156W
YGL155W
YGL154C
YGL153W
YGL152C
YGL151W
YGL150C
YGL149W
YGL148W
YGL147C
YGL146C
YGL145W
YGL144C
YGL143C
YGL142C
YGL141W
YGL140C
YGL139W
YGL138C
YGL136C
YGL135W
YGL134W
YGL133W
YGL132W
YGL131C
YGL130W
YGL129C
YGL128C
YGL127C
YGL126W
YGL125W
YGL124C
YGL123W
YGL123C-A
YGL122C
YGL121C
YGL120C
YGL119W
YGL118C
YGL117W
YGL116W
YGL115W
YGL114W
YGL113W
YGL112C
YGL111W
YGL110C
YGL109W
YGL108C
YGL107C
YGL106W
YGL105W
YGL104C
YGL102C
YGL101W
YGL100W
YGL099W
YGL098W
YGL097W
YGL096W
YGL095C
YGL094C
YGL093W
YGL092W
YGL091C
YGL090W
YGL089C
YGL088W
YGL086W
YGL085W
YGL084C
YGL083W
YGL082W
YGL081W
YGL080W
YGL079W
YGL078C
YGL077C
YGL075C
YGL074C
YGL073W
YGL072C
YGL071W
YGL070C
YGL069C
YGL068W
YGL067W
YGL066W
YGL065C
YGL064C
YGL063W
YGL063C-A
YGL062W
YGL061C
YGL060W
YGL059W
YGL058W
YGL057C
YGL056C
YGL055W
YGL054C
YGL053W
YGL052W
YGL051W
YGL050W
YGL049C
YGL048C
YGL047W
YGL045W
YGL044C
YGL043W
YGL042C
YGL041C-B
YGL041C
YGL041W-A
YGL040C
YGL039W
YGL038C
YGL037C
YGL036W
YGL035C
YGL034C
YGL032C
YGL029W
YGL028C
YGL027C
YGL026C
YGL025C
YGL024W
YGL023C
YGL022W
YGL021W
YGL020C
YGL019W
YGL018C
YGL017W
YGL016W
YGL015C
YGL014W
YGL014C-A
YGL013C
YGL012W
YGL011C
YGL010W
YGL009C
YGL008C
YGL007C-A
YGL007W
YGL006W-A
YGL006W
YGL005C
YGL004C
YGL003C
YGL002W
YGL001C
YGR002C
YGR003W
YGR004W
YGR005C
YGR006W
YGR007W
YGR008C
YGR009C
YGR010W
YGR011W
YGR012W
YGR013W
YGR014W
YGR015C
YGR016W
YGR017W
YGR018C
YGR019W
YGR020C
YGR021W
YGR022C
YGR023W
YGR024C
YGR025W
YGR026W
YGR027W-A
YGR027W-B
YGR028W
YGR030C
YGR031W
YGR031C-A
YGR032W
YGR033C
YGR035C
YGR035W-A
YGR036C
YGR037C
YGR038W
YGR038C-B
